número,nombre
69850-13814-BH,Great Elm Capital Corp.
4251-39965-NM,"Commercial Vehicle Group, Inc."
25011-83976-AD,Anheuser-Busch Inbev SA
65022-13050-GF,Quebrada Blanca
89425-23720-KE,Candelaria
19800-14901-GG,"Recon Technology, Ltd."
65754-46859-BH,"FairPoint Communications, Inc."
24512-21060-LI,"Pepsico, Inc."
39497-96438-KI,"Herman Miller, Inc."
98859-9201-DA,"Idera Pharmaceuticals, Inc."
77816-73176-OI,AbbVie Inc.
8384-83195-DE,"Pinnacle Financial Partners, Inc."
82286-54738-HO,"HD Supply Holdings, Inc."
6151-44606-LO,Westpac Banking Corporation
66787-27005-MG,La Patagua
50385-18408-JJ,"First Financial Bankshares, Inc."
78106-9206-ND,"PDF Solutions, Inc."
80426-81335-AB,"MasTec, Inc."
49534-2403-HN,"XO Group, Inc."
69676-75836-LO,Laguna Siren
96803-55478-EM,Fertón
92137-35099-BI,Regal Entertainment Group
30847-87438-NI,E.I. du Pont de Nemours and Company
88623-55120-DF,Brookfield Global Listed Infrastructure Income Fund
79135-45335-GE,"Cogentix Medical, Inc."
2457-51846-DM,El Guindo
5589-82091-FB,El Volcán
84250-88726-GM,Iván
64278-93937-IB,Catamutún
42908-18403-HO,"Pepsico, Inc."
8740-8858-JM,"Under Armour, Inc."
14017-29313-FB,"Mid-America Apartment Communities, Inc."
7862-51670-HK,"HCA Healthcare, Inc."
40994-88209-GI,"FTI Consulting, Inc."
54607-72980-GI,Regal Entertainment Group
59469-54040-MN,Galectin Therapeutics Inc.
88217-31880-JF,"Tootsie Roll Industries, Inc."
25071-16689-LG,Caupolicán
27808-44652-DL,iPath US Treasury Long Bond Bear ETN
18208-95885-IJ,Candelaria
19800-36968-KE,Peckett
86563-43045-MI,Tuina
98919-20775-DO,Guaranty Bancorp
65790-16245-HM,Global Partner Acquisition Corp.
76870-56959-DK,"CatchMark Timber Trust, Inc."
20103-83582-BA,Terreno Realty Corporation
42746-94953-BG,"Commerce Bancshares, Inc."
4057-91742-EK,Quebrada Blanca
21774-82195-DG,RenaissanceRe Holdings Ltd.
66546-13553-ME,El Morro
48336-30555-OF,Special Opportunities Fund Inc.
14147-83745-HH,"Ellie Mae, Inc."
4424-61600-BD,VictoryShares US 500 Enhanced Volatility Wtd ETF
64363-38916-LK,"MasTec, Inc."
4754-69809-FE,iShares MSCI EM ESG Optimized ETF
37984-25116-JB,"Fiserv, Inc."
93580-18864-BD,"Sportsman's Warehouse Holdings, Inc."
87393-16776-EB,Celite - Carol
18944-4076-NA,La Picarda
86688-55722-DE,SQM - María Elena
84805-1209-LB,Refugio
20360-44838-IK,Suncor EnergyInc.
38164-66397-DB,"Apple Hospitality REIT, Inc."
41450-72732-DM,Victoria
1876-82662-MH,Jerónimo
63284-19960-FA,Andes Travertine
91204-69986-MB,Fair Isaac Corporation
61853-63622-BL,Vina Concha Y Toro
23890-30872-MD,Victoria
61753-12060-JN,AbbVie Inc.
33561-83657-AF,Westpac Banking Corporation
67726-42597-HI,Kite Realty Group Trust
53789-15343-ID,Abeona Therapeutics Inc.
25669-47306-GF,RenaissanceRe Holdings Ltd.
77240-41410-NE,"Xenia Hotels & Resorts, Inc."
57340-18489-DK,El Volcán
49547-21856-NJ,"Argos Therapeutics, Inc."
11477-71092-EK,Tata Motors Ltd
18602-30208-HA,Cerro Imán
22001-21408-JE,Check-Cap Ltd.
31911-95171-JB,Faride
90116-97567-EE,"Nustar GP Holdings, LLC"
90916-65905-LD,"Western Refining Logistics, LP"
52765-14664-NG,Cosayach - Negreiros
83776-58574-KF,ENGlobal Corporation
35579-94468-ON,Fair Isaac Corporation
56487-70353-OB,Pullalli
17331-26876-EB,"Vectrus, Inc."
88034-72967-BJ,Dollar General Corporation
77426-12274-HG,Tata Motors Ltd
87848-21288-BI,U.S. Energy Corp.
27012-35842-FN,Cosayach - Soledad
6984-86235-LL,"Ulta Beauty, Inc."
83702-22928-OA,Dollar General Corporation
79201-99851-LH,Kraton Corporation
8441-82832-OI,CMP - El Laco
73882-72965-EM,"LTC Properties, Inc."
19179-19652-LE,SL Green Realty Corporation
56071-89520-BB,Arenal
64937-53556-AB,"Arista Networks, Inc."
77722-82404-BL,"Zynerba Pharmaceuticals, Inc."
96303-19577-DK,Caserones
50773-88711-AG,El Guindo
66093-52326-EO,Cosayach - Cala Cala
27878-84707-GG,Montecristo
7837-76399-IK,El Guindo
90415-19010-EK,"RiverNorth Opportunities Fund, Inc."
25404-39181-EH,"Aspen Technology, Inc."
79094-66016-IE,"Impax Laboratories, Inc."
23986-27055-EF,Inacesa - El Jilguero
11768-40640-HJ,SQM - María Elena
34923-45269-NH,Silvercrest Asset Management Group Inc.
38344-56895-DI,Peabody Energy Corporation
45961-99238-AG,Credit Acceptance Corporation
85433-50288-GO,Pascua
83451-38201-KK,Carvana Co.
32694-51366-EO,"Cyclacel Pharmaceuticals, Inc."
17028-49679-EN,AdvisorShares Market Adaptive Unconstrained Income ETF
2200-13604-NN,"Under Armour, Inc."
17128-5614-OA,Kopin Corporation
61738-74224-AI,"Chegg, Inc."
80910-94208-HO,"Mirna Therapeutics, Inc."
62565-64135-JB,Sierra Gorda
55634-61661-MD,Elkhorn Commodity Rotation Strategy ETF
38555-8780-LD,"Investors Bancorp, Inc."
89105-63287-BN,Pupunahue
80574-38137-OF,"Chunghwa Telecom Co., Ltd."
49710-78516-DM,Manantial
81959-32339-NO,Comcast Corporation
18924-85253-IB,Celite - Carol
99238-72130-NH,Cordillera - Tenardita
25759-33762-BI,iPath US Treasury Long Bond Bear ETN
78234-9518-IM,B.O.S. Better Online Solutions
2191-41408-BN,Arenal
23073-5391-OI,Montecristo
67499-52561-GO,"Pinnacle Financial Partners, Inc."
52632-2518-LJ,"Ocular Therapeutix, Inc."
9638-41470-LI,Cummins Inc.
51473-80646-FK,Walter Investment Management Corp.
75936-21891-FL,"Kayne Anderson Energy Total Return Fund, Inc."
3455-32582-MJ,U.S. Energy Corp.
17441-95538-MH,"Avenue Therapeutics, Inc."
64412-2993-JK,"TC PipeLines, LP"
77153-28979-GB,Array BioPharma Inc.
96164-75227-DE,Las Piedras
33247-54807-DI,Pinatolca
43815-8479-AK,Credit Acceptance Corporation
32249-41712-KH,EQT Corporation
3033-84726-GI,iShares 20+ Year Treasury Bond ETF
46700-9338-LG,Data Processing
72875-21356-EF,Clifton Bancorp Inc.
29037-36902-OH,Pirquitas
17076-15811-BO,Cerro Bayo
8121-68941-DD,Brookfield Global Listed Infrastructure Income Fund
46947-37812-BK,CoreSite Realty Corporation
44940-9957-KG,"India Fund, Inc. (The)"
67139-46278-LM,First Trust International Multi-Asset Diversified Income Index
36421-2998-IA,Novanta Inc.
4790-24346-IH,Ministro Hales
97850-96110-IK,Chimberos
8607-21396-AF,Walter Investment Management Corp.
529-9039-GE,"Mirna Therapeutics, Inc."
46261-9454-KA,SCL Chemetall
2172-92369-JI,Alliance National Municipal Income Fund Inc
21499-36013-MN,Carola
64830-50334-KA,China Cord Blood Corporation
48195-13952-DK,Kraton Corporation
99132-77397-GL,"Apple Hospitality REIT, Inc."
82089-23515-KN,iShares MSCI EM ESG Optimized ETF
78627-97918-NB,Limoneira Co
63792-51296-BN,Chuquicamata
54591-86929-ME,Cowen Inc.
84444-85133-FA,Guaranty Bancorp
8493-75885-EK,EPR Properties
49610-33325-EJ,Navío
56201-23704-OE,Container Store (The)
69297-78238-IG,"Aspen Technology, Inc."
83042-35001-HM,Maganeso III de Atacama
92542-97760-EM,"Tootsie Roll Industries, Inc."
72077-98367-JG,Quebrada Blanca
775-57348-HB,Spence
36342-80472-JK,"India Fund, Inc. (The)"
66081-49183-KJ,China Mobile (Hong Kong) Ltd.
44288-48825-EN,"Everspin Technologies, Inc."
32518-60973-GF,PowerShares KBW High Dividend Yield Financial Portfolio
54900-47329-AK,"Apple Hospitality REIT, Inc."
60992-63722-HB,"Financial Engines, Inc."
88550-62897-BE,Las Pataguas
90610-86960-IK,Fair Isaac Corporation
85645-81268-OM,Algorta
74486-45314-JE,"PrivateBancorp, Inc."
927-20876-MO,Westpac Banking Corporation
84432-60785-OJ,Kilroy Realty Corporation
47648-23166-EF,"Rush Enterprises, Inc."
46590-3574-KK,"Entergy Louisiana, Inc."
91470-8840-DB,"Hawkins, Inc."
97495-35084-EF,"Idera Pharmaceuticals, Inc."
94897-93522-FM,Cabot Corporation
44126-19069-BJ,Cerro Imán
60181-69018-HH,"Nutanix, Inc."
56133-51675-EG,Mantos de la Luna
12349-68468-NE,Yahoo! Inc.
45408-80482-JJ,Carola
64554-7702-EE,Western Asset Bond Fund
87081-14744-EO,Central Garden & Pet Company
21468-33966-BG,Incyte Corporation
79911-77502-GK,"PrivateBancorp, Inc."
44463-89382-JB,Linderos
93957-42654-MJ,"Urban One, Inc. "
83020-52052-LB,Celgene Corporation
93618-6904-AB,"Entergy Louisiana, Inc."
72729-93566-IO,Terreno Realty Corporation
65494-44698-AL,Caupolicán
23158-58428-KD,"Portola Pharmaceuticals, Inc."
25052-73131-LN,Imax Corporation
46271-14461-NI,"Blackhawk Network Holdings, Inc."
42357-34340-JA,Bright Scholar Education Holdings Limited
29010-12861-DD,"Kayne Anderson Energy Total Return Fund, Inc."
63949-63463-AD,Lenga
32221-38037-JF,BlackRock Municipal Target Term Trust Inc. (The)
44173-47973-LG,"China Lodging Group, Limited"
42760-70005-ID,Jerónimo
68697-51125-FD,Check-Cap Ltd.
69392-98027-FK,"Rush Enterprises, Inc."
37210-80829-BJ,First Trust Multi-Asset Diversified Income Index Fund
59130-70279-FF,Lions Gate Entertainment Corporation
82896-93321-EJ,U.S. Energy Corp.
16113-16509-GA,Arlington Asset Investment Corp
66091-20466-FH,First Trust Senior Loan Fund ETF
58889-55203-BK,Western Alliance Bancorporation
47004-560-NG,Colico Sur
97236-75442-JB,Regal Entertainment Group
44687-5474-NA,China Mobile (Hong Kong) Ltd.
71677-82561-EN,iShares MSCI EM ESG Optimized ETF
34682-25605-BJ,"Adams Diversified Equity Fund, Inc."
41287-87446-KF,"Nutanix, Inc."
26975-51258-HJ,Great Plains Energy Inc
81893-93687-AN,Array BioPharma Inc.
22769-48482-IM,Nabriva Therapeutics AG
40597-59622-II,El Salvador
86247-37505-JD,Andacollo Cobre
94017-16117-BL,"Diamond Hill Investment Group, Inc."
3025-86515-OH,Tuina
33544-38676-FG,Aircastle Limited
55265-57464-EI,Great Elm Capital Corp.
82626-29470-OD,Incyte Corporation
11507-91284-ME,Diana Shipping inc.
2608-50948-HB,Hamilton Lane Incorporated
74425-78326-BG,Moog Inc.
53765-91712-ID,Victoria
55188-56813-GM,Antucoya
2531-38146-GA,Nuveen AMT-Free Municipal Value Fund
38479-91360-BK,Cerro Casale
42899-55261-AI,Cosayach - Negreiros
66490-4798-GJ,"AMC Entertainment Holdings, Inc."
34473-41563-II,María Elisa
65344-31706-EJ,Torchmark Corporation
60688-25664-NN,"OraSure Technologies, Inc."
87317-11849-BD,Inacesa - El Way
56810-66919-AH,Abeona Therapeutics Inc.
39774-96428-BB,First Trust Multi-Asset Diversified Income Index Fund
74293-86502-II,Regal Entertainment Group
60537-75940-LM,SCL Chemetall
95882-16540-DA,"LTC Properties, Inc."
72595-68383-BL,El Morro
72292-70648-JD,"Mirna Therapeutics, Inc."
87952-12108-MK,Suncor EnergyInc.
60671-25896-IL,First Trust Nasdaq Retail ETF
25492-12359-BI,Nuveen AMT-Free Municipal Value Fund
49894-77413-JM,El Morro
35590-53572-HD,Georgia Power Company
89792-45724-DG,"Everspin Technologies, Inc."
1305-41548-MB,"ILG, Inc"
96631-51612-LN,"MasTec, Inc."
10204-17433-MK,Colico Sur
91123-69652-EB,Caupolicán
83898-72602-FB,"Delcath Systems, Inc."
80469-64879-GB,CMP - Cerro Negro Norte
40334-20113-II,Radomiro Tomic
78865-66952-BE,Nuveen Floating Rate Income Fund
36539-63294-EO,Schwager
98008-97217-MJ,"China Lodging Group, Limited"
27735-71818-HA,"HD Supply Holdings, Inc."
91019-18710-BB,Lenga
21403-76023-HN,ACF - Lagunas
88574-86237-HH,Double Eagle Acquisition Corp.
47343-69111-BG,San José
68835-72567-AO,Pirquitas
46290-63138-JN,Diageo plc
91543-67194-BI,Del Fierro
5229-49517-FB,Northrop Grumman Corporation
25952-48407-GN,El Volcán
49849-42420-MH,Aircastle Limited
97325-51221-AN,"Discovery Communications, Inc."
9576-20383-GJ,Blackstone GSO Long Short Credit Income Fund
84674-64334-LB,Andina
31867-88041-BG,GlaxoSmithKline PLC
68407-33755-BB,Brookfield Global Listed Infrastructure Income Fund
69141-92407-HA,U.S. Energy Corp.
71913-60716-JG,VictoryShares US 500 Enhanced Volatility Wtd ETF
40991-65254-BD,Lambert
62833-16393-MF,Bronce de Petorca
32705-97803-JH,"German American Bancorp, Inc."
42699-47673-OI,Guanaco
14273-23022-KO,BLDRS Asia 50 ADR Index Fund
74767-26447-HF,Kilroy Realty Corporation
65968-85150-HI,Salesforce.com Inc
87781-49555-BF,Escondida
38897-46030-IK,Arlington Asset Investment Corp
2407-62656-BL,Apollo Senior Floating Rate Fund Inc.
60087-95999-HN,Novelion Therapeutics Inc.
75387-43854-OK,Enel Generacion Chile S.A.
9502-67408-GO,Peabody Energy Corporation
42595-19880-KB,SQM Salar
41271-12585-BF,"Spark Energy, Inc."
46221-88663-OL,Elenita
70127-32022-FB,"FSB Bancorp, Inc."
30913-15252-KF,"Cogentix Medical, Inc."
34801-76584-OF,Linderos
61189-51150-NL,Guaranty Bancorp
54812-13895-BG,Terreno Realty Corporation
32754-8410-AL,La Picarda
67248-63248-LA,Quiborax
96578-41700-AO,Choquelimpie
89902-77559-KM,Marine Petroleum Trust
25323-35556-LI,Elenita
51559-61188-GN,Gladstone Commercial Corporation
18175-72815-EF,The9 Limited
64708-58372-IA,Yahoo! Inc.
52332-10041-GO,"MasTec, Inc."
88021-52926-NN,Old Republic International Corporation
32596-42116-OO,Yahoo! Inc.
15766-48634-MH,Silicon Motion Technology Corporation
99248-6464-MD,Vanguard Russell 3000 ETF
81297-16515-AB,Cerro Colorado
53163-44960-KJ,Special Opportunities Fund Inc.
75800-90272-BL,SQM - Pedro de Valdivia
90303-33214-FI,"Ashford Hospitality Prime, Inc."
47987-74207-HO,Clifton Bancorp Inc.
25618-67903-HB,La Picarda
172-50915-NM,"Ellie Mae, Inc."
2610-53398-HI,El Volcán
3890-35419-ID,"Fiserv, Inc."
18107-57385-BO,El Salvador
1996-8110-HE,SQM - Pedro de Valdivia
24707-70399-HM,"Appliance Recycling Centers of America, Inc."
20075-43643-BF,Merus Labs International Inc.
99688-2750-EE,Navío
77384-79091-DJ,Costamare Inc.
43336-47142-GG,RenaissanceRe Holdings Ltd.
93345-98042-LL,PureFunds ETFx HealthTech ETF
22925-72176-FE,Nuveen Michigan Quality Municipal Income Fund
97056-31716-HF,"Everspin Technologies, Inc."
76578-13192-GJ,"Commercial Vehicle Group, Inc."
1641-43528-MA,Marine Petroleum Trust
66184-31922-FD,Refugio
46197-7932-FD,Cóndor
87051-69041-BG,Torchmark Corporation
41420-30193-OE,Ojos del Salado
64137-59773-DE,Dos Amigos
30213-38379-HJ,Forum Merger Corporation
47468-13071-IO,Choquelimpie
1137-95897-GM,Alliance National Municipal Income Fund Inc
66825-71796-OJ,"German American Bancorp, Inc."
58594-53004-OJ,Natl Westminster Pfd
60250-12097-HN,El Tesoro
88157-62869-ND,China Mobile (Hong Kong) Ltd.
43871-94830-BH,Data Processing
84441-78614-HO,"FairPoint Communications, Inc."
36788-87178-IE,Georgia Power Company
76577-92594-DB,China Cord Blood Corporation
3098-3454-ML,Forum Merger Corporation
20761-37159-FM,Array BioPharma Inc.
90985-26435-EN,Andacollo Cobre
76960-65067-NB,Las Luces
97289-50153-HH,Lota
9628-77499-JM,"LTC Properties, Inc."
81842-34129-NH,Neff Corporation
17263-38113-AM,Texas Pacific Land Trust
13023-62707-IO,American Homes 4 Rent
83520-93008-DB,Tuina
80614-97481-AO,"Sarepta Therapeutics, Inc."
49987-45680-OE,Urstadt Biddle Properties Inc.
74800-92467-GB,Marte Lobo
87962-13739-KI,"JA Solar Holdings, Co., Ltd."
91129-92414-FM,"The Travelers Companies, Inc."
23723-22334-MM,Peabody Energy Corporation
92443-67883-GB,3M Company
7693-5313-GA,Suncor EnergyInc.
82191-85337-GB,Yelp Inc.
33959-77995-KM,Dollar General Corporation
36320-80982-FD,Royal Caribbean Cruises Ltd.
18195-86403-OA,First Trust South Korea AlphaDEX Fund
61039-1015-LB,DRDGOLD Limited
67493-22248-GA,"H&R Block, Inc."
88731-71310-BO,Zaldívar
18475-85967-EE,Drive Shack Inc.
70633-52227-ML,Escondida
13699-97414-IB,Lambert
65159-39874-OM,Inacesa - El Way
56703-53933-KB,AbbVie Inc.
16150-17577-LB,"support.com, Inc."
41001-49089-KM,PIMCO Dynamic Credit and Mortgage Income Fund
67178-63918-IG,United States Cellular Corporation
68214-97741-MG,Chuquicamata
34893-72576-KI,Caupolicán
69361-4020-EB,Johnson & Johnson
37077-67522-AD,Brookfield Global Listed Infrastructure Income Fund
54693-50111-JH,"TC PipeLines, LP"
82855-54903-KE,"Pinnacle Financial Partners, Inc."
30543-32623-EN,"National American University Holdings, Inc."
82707-55805-LO,"SeaChange International, Inc."
40595-82933-GM,China Mobile (Hong Kong) Ltd.
60695-32547-BA,Caserones
7651-43986-FI,El Guindo
20966-66271-GI,Delta
12755-77329-MJ,"Ashford Hospitality Prime, Inc."
44271-84474-HJ,Yahoo! Inc.
83495-46977-MM,María Elisa
51185-65192-HK,"PrivateBancorp, Inc."
22804-83287-KN,Mantos de la Luna
10225-64929-AK,"Ulta Beauty, Inc."
8978-63611-BJ,El Volcán
41720-47984-OA,"Westbury Bancorp, Inc."
93620-64265-JB,Dos Amigos
933-49384-BJ,Park-Ohio Holdings Corp.
25701-81488-IH,AbbVie Inc.
17702-1022-OJ,Double Eagle Acquisition Corp.
91584-13116-MM,Royal Caribbean Cruises Ltd.
35270-27003-MJ,"Financial Engines, Inc."
58763-81282-KH,PureFunds ETFx HealthTech ETF
96391-35605-GK,"Hawkins, Inc."
29585-96541-DM,Dynatronics Corporation
925-46512-MF,The Community Financial Corporation
40481-1463-IN,BRF S.A.
39054-4055-BG,"PrivateBancorp, Inc."
1178-86068-EA,"Discovery Communications, Inc."
97749-31057-GO,GlaxoSmithKline PLC
62175-56519-AL,Chuquicamata
95748-33315-BG,"Financial Engines, Inc."
52519-16699-NJ,KT Corporation
19909-39523-EO,El Guindo
45365-72572-KB,Nuveen Connecticut Quality Municipal Income Fund
24280-69538-JN,"SeaChange International, Inc."
88389-59983-OB,First Trust Nasdaq Retail ETF
79122-92541-BN,Arch Capital Group Ltd.
30671-91210-HK,Esperanza
78629-92203-EN,Pascua
88379-80128-NF,SQM - María Elena
65050-79025-OJ,Trongol
62149-16670-EB,Pupunahue
26841-16639-OI,"Adams Diversified Equity Fund, Inc."
1252-67582-DB,"Portola Pharmaceuticals, Inc."
47246-83365-KL,Tranquilo
85729-78911-LO,Escondida
24917-76098-NB,Arch Capital Group Ltd.
34919-32467-BG,"LM Funding America, Inc."
86334-88112-OO,María Elisa
83228-60304-EB,"Idera Pharmaceuticals, Inc."
86357-46785-DL,"Nutanix, Inc."
67185-39441-EG,Pascua
14932-80897-AE,First Trust Emerging Markets Small Cap AlphaDEX Fund
7336-95211-AI,First Trust Emerging Markets Small Cap AlphaDEX Fund
43945-55354-LH,VictoryShares US 500 Enhanced Volatility Wtd ETF
84924-97327-GK,First Trust Emerging Markets Small Cap AlphaDEX Fund
49563-11416-AB,Brookfield Global Listed Infrastructure Income Fund
45677-95272-EM,Kopin Corporation
41317-13327-GF,Independence Holding Company
75621-7179-ND,Tres Valles
97432-37251-AE,Great Elm Capital Corp.
78541-89738-MB,Kite Realty Group Trust
1198-72199-AB,"PDF Solutions, Inc."
53704-47467-GF,Caupolicán
3263-51027-EG,Isla Riesco
41938-84801-HK,Silicon Motion Technology Corporation
20297-39807-LN,Bronce de Petorca
49404-41358-IB,Andes Travertine
71752-65825-II,"Chunghwa Telecom Co., Ltd."
34728-45723-LH,SQM Salar
63689-26588-FB,E*TRADE Financial Corporation
96555-64637-HB,"AMC Entertainment Holdings, Inc."
50921-63127-JB,Arlington Asset Investment Corp
58670-83819-BB,"Taiwan Fund, Inc. (The)"
5567-44470-HB,Franke
19020-11460-MI,Tranquilo
23756-83616-HD,Linderos
65561-98228-LB,"Ashford Hospitality Prime, Inc."
62969-97723-ON,"LTC Properties, Inc."
47275-6996-BK,Sierra Gorda
7695-25267-OK,"Westbury Bancorp, Inc."
39708-55565-HG,Voya Global Equity Dividend and Premium Opportunity Fund
30503-90228-JE,Silvercrest Asset Management Group Inc.
6584-90741-AE,"LTC Properties, Inc."
57012-43209-NB,"Universal Stainless & Alloy Products, Inc."
86967-92346-JI,Urstadt Biddle Properties Inc.
18007-82346-BI,Cerro Blanco
50564-23320-MB,"Taiwan Fund, Inc. (The)"
85364-43465-IG,Jerónimo
71513-11806-FN,"Enanta Pharmaceuticals, Inc."
34634-55616-AI,Lions Gate Entertainment Corporation
99366-79713-DM,PowerShares KBW High Dividend Yield Financial Portfolio
31438-1688-FD,"Forterra, Inc."
3635-65425-DM,Coirón
45307-39562-BK,Merus Labs International Inc.
42602-70399-EK,United Microelectronics Corporation
756-59516-GD,Romeral
46492-61668-NI,SCL Chemetall
86552-82329-FI,"Franklin Financial Network, Inc."
13476-76787-HB,Chuquicamata
84786-2671-MG,China Cord Blood Corporation
93874-56347-MI,Las Pataguas
37985-81054-ML,Blackstone GSO Long Short Credit Income Fund
77447-10160-BD,Cosayach - Negreiros
41780-89741-IB,Royal Caribbean Cruises Ltd.
88339-15154-AB,"Taiwan Fund, Inc. (The)"
48706-28204-JF,"Everspin Technologies, Inc."
4627-19157-IM,"UMH Properties, Inc."
73948-36552-JN,"Hub Group, Inc."
12834-33976-BM,La Picarda
26072-44621-BG,SQM - Nueva Victoria
1415-72173-MD,Yahoo! Inc.
29542-39970-MB,Trongol
2008-46797-NA,Apollo Senior Floating Rate Fund Inc.
80105-54130-KG,EPR Properties
93580-75265-HO,Forum Merger Corporation
44009-10337-NJ,RenaissanceRe Holdings Ltd.
57582-23862-KM,PowerShares KBW High Dividend Yield Financial Portfolio
3481-95356-DH,La Patagua
98784-30975-DE,Applied DNA Sciences Inc
99721-73624-FN,Suncor EnergyInc.
83598-4576-AB,"Avenue Therapeutics, Inc."
19859-66225-JM,La Marcelina
58500-14144-ML,"Destination XL Group, Inc."
80580-11207-GM,Cummins Inc.
35457-59102-HF,Terreno Realty Corporation
49820-12383-MM,El Peñón
30006-20685-IB,Cohen & Steers Reit and Preferred Income Fund Inc
72065-51226-GD,Talcuna
74118-43019-OL,Enel Generacion Chile S.A.
84611-39666-BB,María Elisa
68970-45226-DE,"Cyclacel Pharmaceuticals, Inc."
95356-29177-BB,El Tesoro
75014-8430-EG,Quebrada Blanca
99115-60618-OO,"Sportsman's Warehouse Holdings, Inc."
23495-17916-DN,Janus Henderson Small Cap Growth Alpha ETF
95102-72493-IB,Choquelimpie
30779-8693-IM,SL Green Realty Corporation
85598-46610-EJ,The Community Financial Corporation
70580-23151-FB,Ojos del Salado
27267-61050-NM,First Trust Senior Loan Fund ETF
66664-16894-EL,Pascua
