,duración (días),tipo_contenido
11118,30,audio
11119,25,audio
11122,2,imagenes
11123,68,spam
11126,6,video
11127,78,spam
11135,88,imagenes
11141,26,spam
11142,27,imagenes
11143,81,spam
11144,34,imagenes
11145,23,video
11147,67,imagenes
11148,37,video
11150,5,video
11153,82,imagenes
11156,42,imagenes
11158,30,audio
11159,65,spam
11160,30,audio
11164,19,video
11166,50,audio
11169,9,imagenes
11172,17,video
11173,43,spam
11175,57,imagenes
11176,55,audio
11179,48,audio
11180,51,audio
11182,32,spam
11184,56,imagenes
11185,74,imagenes
11191,89,spam
11196,55,audio
11197,43,video
11198,88,spam
11200,74,spam
11201,37,audio
11202,81,audio
11203,16,audio
11204,6,audio
11205,32,audio
11206,27,spam
11207,33,spam
11208,63,audio
11214,63,video
11215,61,imagenes
11216,75,video
11217,38,spam
11218,80,imagenes
11219,11,spam
11221,90,audio
11224,37,imagenes
11227,7,video
11229,36,spam
11232,52,imagenes
11233,57,spam
11234,22,audio
11235,87,spam
11238,60,video
11239,9,audio
11241,28,video
11244,89,imagenes
11246,12,imagenes
11247,89,audio
11253,2,video
11262,69,spam
11263,77,video
11267,33,audio
11271,89,imagenes
11275,79,audio
11276,14,audio
11280,9,imagenes
11282,55,spam
11286,25,video
11287,46,video
11290,1,video
11291,53,video
11293,8,video
11298,79,spam
11299,61,imagenes
11304,35,imagenes
11305,7,imagenes
11309,26,imagenes
11312,38,imagenes
11313,50,imagenes
11314,52,video
11321,55,spam
11322,53,video
11326,74,video
11328,54,audio
11331,17,imagenes
11332,69,audio
11333,61,audio
11337,42,video
11340,6,imagenes
11341,38,spam
11342,28,video
11344,43,spam
11345,84,spam
11349,75,video
11353,19,imagenes
11354,53,spam
11356,47,imagenes
11360,88,video
11362,27,video
11363,3,audio
11365,36,spam
11368,87,spam
11369,59,audio
11376,74,imagenes
11378,90,audio
11381,61,video
11382,70,audio
11384,47,video
11385,42,imagenes
11386,75,audio
11388,54,imagenes
11390,23,spam
11395,45,video
11396,51,audio
11397,74,imagenes
11400,83,spam
11402,5,spam
11404,24,imagenes
11405,26,video
11406,29,video
11409,79,imagenes
11413,81,imagenes
11417,53,video
11418,68,imagenes
11420,43,video
11422,56,spam
11425,77,video
11427,9,audio
11430,42,imagenes
11431,75,video
11434,3,video
11436,47,audio
11437,79,spam
11438,51,audio
11439,47,video
11442,18,video
11443,44,spam
11445,89,spam
11446,10,spam
11447,79,audio
11448,40,audio
11449,32,video
11450,59,imagenes
11451,44,audio
11455,51,audio
11457,12,imagenes
11458,26,video
11461,57,spam
11462,89,imagenes
11463,28,imagenes
11464,52,spam
11468,82,spam
11473,40,video
11474,75,imagenes
11475,52,spam
11476,78,audio
11479,85,imagenes
11481,65,video
11482,64,spam
11485,48,audio
11486,28,imagenes
11490,23,imagenes
11492,62,imagenes
11497,46,audio
11498,42,spam
11499,60,video
11501,50,imagenes
11503,88,video
11505,79,imagenes
11509,23,video
11511,41,imagenes
11513,68,imagenes
11514,12,imagenes
11515,23,audio
11516,19,imagenes
11517,47,spam
11518,52,video
11520,71,spam
11522,39,imagenes
11523,21,spam
11524,1,imagenes
11525,15,imagenes
11527,61,audio
11531,54,audio
11532,61,imagenes
11533,1,video
11534,7,audio
11535,16,imagenes
11536,68,audio
11538,14,video
11541,54,audio
11542,82,spam
11547,45,imagenes
11548,7,audio
11549,3,spam
11550,61,audio
11552,27,audio
11554,57,imagenes
11555,44,imagenes
11558,28,imagenes
11559,3,audio
11564,86,imagenes
11565,49,audio
11567,83,audio
11570,13,video
11579,33,spam
11580,18,video
11584,20,video
11585,12,video
11586,30,imagenes
11588,86,imagenes
11589,44,spam
11591,84,imagenes
11592,56,video
11595,7,imagenes
11596,45,audio
11597,71,spam
11599,5,spam
11600,52,imagenes
11601,80,video
11602,32,imagenes
11603,56,spam
11605,2,video
11606,4,video
11609,78,imagenes
11610,13,spam
11611,7,video
11613,46,imagenes
11614,42,imagenes
11616,14,imagenes
11618,75,imagenes
11621,22,imagenes
11623,40,video
11624,32,imagenes
11626,6,spam
11627,7,video
11629,18,spam
11633,66,audio
11635,47,spam
11636,28,imagenes
11640,17,audio
11641,55,video
11643,50,imagenes
11646,51,audio
11648,55,audio
11649,30,spam
11652,82,video
11656,81,spam
11657,22,audio
11659,61,audio
11660,83,audio
11661,41,audio
11662,67,video
11665,71,imagenes
11666,23,video
11668,30,video
11673,13,imagenes
11674,18,video
11676,41,spam
11678,64,imagenes
11679,9,video
11680,36,audio
11682,11,imagenes
11683,23,video
11685,16,video
11687,31,video
11689,44,spam
11692,11,video
11694,65,video
11696,70,audio
11698,63,video
11702,40,spam
11705,17,spam
11708,72,imagenes
11711,7,imagenes
11712,56,video
11713,27,imagenes
11717,41,imagenes
11720,65,spam
11725,24,imagenes
11728,37,audio
11729,42,video
11732,68,spam
11734,80,imagenes
11736,48,video
11739,84,video
11740,57,spam
11741,36,spam
11745,67,imagenes
11747,83,audio
11748,15,audio
11750,6,imagenes
11755,45,imagenes
11756,13,video
11757,38,imagenes
11758,59,audio
11759,36,imagenes
11760,42,video
11763,8,video
11764,13,imagenes
11765,67,audio
11767,65,audio
11768,84,video
11770,23,spam
11772,69,imagenes
11776,10,spam
11777,69,spam
11778,19,imagenes
11780,82,imagenes
11783,24,audio
11784,41,spam
11786,83,audio
11787,21,spam
11788,21,imagenes
11791,6,spam
11792,64,spam
11793,45,video
11796,23,audio
11798,80,audio
11799,84,imagenes
11805,46,video
11807,49,imagenes
11809,80,imagenes
11811,17,audio
11812,60,imagenes
11814,18,imagenes
11817,84,imagenes
11818,22,spam
11820,7,audio
11823,28,imagenes
11824,13,audio
11825,83,imagenes
11826,78,spam
11828,81,audio
11829,19,video
11831,74,imagenes
11832,81,audio
11833,25,video
11835,19,spam
11837,23,video
11838,17,audio
11840,24,imagenes
11841,62,audio
11842,55,audio
11846,17,video
11848,39,audio
11850,45,spam
11852,4,spam
11854,68,audio
11855,73,audio
11858,33,spam
11859,59,imagenes
11863,73,spam
11866,9,imagenes
11867,44,audio
11869,70,audio
11871,60,spam
11873,71,spam
11874,8,audio
11878,15,video
11880,50,spam
11881,20,imagenes
11882,26,audio
11884,71,audio
11885,87,video
11887,54,imagenes
11889,6,imagenes
11890,35,video
11898,6,video
11900,31,spam
11902,81,spam
11904,75,spam
11906,89,spam
11910,67,imagenes
11912,40,imagenes
11913,56,imagenes
11914,22,imagenes
11916,37,spam
11917,14,video
11920,73,spam
11921,40,video
11923,45,video
11924,65,video
11926,31,imagenes
11928,89,video
11929,38,video
11930,22,video
11931,30,imagenes
11932,51,imagenes
11936,8,audio
11937,3,spam
11939,10,video
11940,83,video
11941,61,spam
11942,35,audio
11944,35,imagenes
11946,70,video
11947,69,imagenes
11948,51,video
11950,62,spam
11957,78,audio
11958,47,audio
11962,47,spam
11963,88,imagenes
11964,51,spam
11967,79,imagenes
11969,87,imagenes
11970,47,spam
11972,39,imagenes
11973,24,spam
11974,19,audio
11976,4,video
11977,71,audio
11979,63,spam
11980,90,audio
11982,3,imagenes
11985,7,audio
11986,80,audio
11987,80,imagenes
11989,41,spam
11991,15,video
11994,65,audio
11995,46,video
11996,40,spam
11997,9,spam
12000,78,audio
12002,6,audio
12003,36,audio
12006,1,audio
12008,90,video
12011,73,audio
12012,86,imagenes
12013,46,imagenes
12018,31,spam
12019,7,spam
12020,43,audio
12023,50,imagenes
12032,42,audio
12035,49,video
12036,75,spam
12037,14,imagenes
12038,30,imagenes
12040,58,video
12043,77,video
12044,57,spam
12045,60,spam
12047,71,video
12049,2,video
12051,17,imagenes
12056,44,video
12057,79,imagenes
12058,80,video
12059,60,video
12062,5,imagenes
12063,67,spam
12064,55,video
12065,22,video
12068,88,imagenes
12069,64,audio
12071,78,spam
12073,38,video
12074,69,spam
12075,45,audio
12076,49,imagenes
12078,12,spam
12079,23,spam
12081,39,video
12087,85,audio
12089,80,video
12090,36,spam
12095,16,imagenes
12096,10,video
12097,44,spam
12102,36,video
12103,90,video
12105,24,spam
12107,26,audio
12108,5,imagenes
12109,13,spam
12112,53,spam
12113,55,imagenes
12114,89,video
12115,60,imagenes
12116,37,spam
12118,62,spam
12119,76,spam
12120,57,imagenes
12122,16,spam
12123,32,audio
12124,70,audio
12126,15,video
12127,61,imagenes
12128,38,video
12130,13,audio
12132,77,audio
12134,24,imagenes
12142,7,audio
12144,28,audio
12149,86,video
12152,28,imagenes
12154,72,audio
12155,28,audio
12159,17,video
12161,57,audio
12165,78,video
12167,46,spam
12168,54,spam
12169,22,video
12175,22,spam
12176,87,video
12181,23,video
12187,55,imagenes
12189,86,video
12190,82,audio
12191,86,video
12192,85,spam
12193,72,imagenes
12194,31,audio
12196,61,imagenes
12198,41,spam
12199,5,spam
12200,59,imagenes
12202,80,spam
12203,52,video
12206,21,spam
12209,78,spam
12210,69,imagenes
12214,45,spam
12215,13,video
12217,13,video
12222,51,spam
12223,22,spam
12227,17,spam
12230,58,imagenes
12231,64,imagenes
12232,27,video
12235,34,video
12236,38,spam
12237,83,audio
12238,67,spam
12240,23,imagenes
12244,44,video
12245,46,audio
12248,47,imagenes
12249,20,video
12250,1,imagenes
12251,40,audio
12257,75,spam
12258,56,imagenes
12262,58,imagenes
12263,70,audio
12271,37,video
12274,3,video
12276,21,imagenes
12279,63,spam
12281,30,imagenes
12282,20,imagenes
12284,47,imagenes
12285,50,audio
12287,11,imagenes
12288,32,audio
12289,56,video
12290,28,video
12294,38,spam
12295,12,spam
12297,66,audio
12298,85,audio
12299,78,imagenes
12303,11,video
12306,46,video
12310,19,imagenes
12311,52,audio
12312,46,imagenes
12314,28,spam
12315,45,spam
12316,36,spam
12317,36,audio
12319,54,spam
12322,8,spam
12324,90,audio
12325,72,video
12328,18,spam
12332,24,imagenes
12333,53,video
12334,67,imagenes
12335,67,audio
12336,2,audio
12337,85,spam
12338,50,imagenes
12340,37,video
12341,46,imagenes
12342,79,audio
12345,68,video
12346,30,audio
12349,22,video
12350,43,video
12352,90,audio
12354,31,spam
12356,72,spam
12358,79,audio
12363,45,video
12364,3,audio
12368,41,video
12369,12,spam
12370,61,imagenes
12373,19,spam
12374,53,audio
12376,87,spam
12378,65,spam
12379,50,video
12380,37,imagenes
12381,7,video
12383,58,imagenes
12391,30,audio
12392,26,imagenes
12394,70,video
12395,59,video
12396,40,imagenes
12402,64,audio
12403,76,imagenes
12404,3,audio
12405,20,imagenes
12406,11,imagenes
12407,22,spam
12414,5,audio
12416,46,imagenes
12419,76,imagenes
12421,39,imagenes
12422,55,spam
12423,35,spam
12427,29,spam
12429,48,imagenes
12432,12,audio
12434,6,audio
12435,65,imagenes
12438,31,audio
12439,11,imagenes
12440,43,audio
12441,11,imagenes
12442,22,spam
12443,67,imagenes
12445,30,video
12446,54,imagenes
12447,38,video
12451,73,imagenes
12452,30,spam
12455,27,video
12456,58,video
12457,62,video
12458,44,video
12460,70,imagenes
12463,39,spam
12465,10,video
12466,31,audio
12467,87,imagenes
12468,63,audio
12469,75,spam
12472,60,audio
12475,51,audio
12478,23,video
12482,60,imagenes
12483,52,imagenes
12484,28,audio
12487,22,imagenes
12488,32,spam
12490,18,audio
12491,10,video
12499,31,audio
12503,58,spam
12506,7,imagenes
12509,24,audio
12511,23,imagenes
12513,9,video
12516,22,spam
12518,23,spam
12519,73,audio
12520,17,spam
12522,31,spam
12526,66,audio
12527,41,audio
12530,7,audio
12533,64,video
12535,87,spam
12541,56,imagenes
12544,21,imagenes
12547,73,imagenes
12549,26,imagenes
12551,24,spam
12553,81,spam
12554,6,video
12555,59,spam
12556,29,spam
12558,81,imagenes
12559,18,spam
12560,39,spam
12563,10,video
12566,42,imagenes
12567,21,imagenes
12568,41,imagenes
12569,46,imagenes
12570,75,spam
12571,21,video
12572,19,video
12574,69,spam
12578,53,imagenes
12580,65,imagenes
12581,14,imagenes
12582,20,imagenes
12584,84,spam
12586,88,imagenes
12588,80,video
12590,72,audio
12591,8,imagenes
12592,31,video
12593,24,audio
12594,50,video
12595,68,audio
12597,52,audio
12599,50,video
12600,84,video
12601,24,spam
12602,4,spam
12603,45,spam
12604,89,spam
12605,32,audio
12608,2,spam
12609,2,video
12612,59,imagenes
12613,10,video
12614,75,audio
12619,31,audio
12627,65,audio
12631,11,video
12632,48,video
12635,78,spam
12636,10,imagenes
12640,71,video
12641,41,imagenes
12642,18,audio
12643,10,spam
12644,33,imagenes
12645,46,audio
12646,62,video
12649,16,audio
12650,65,video
12651,53,video
12652,7,imagenes
12656,62,imagenes
12657,30,spam
12658,75,spam
12659,79,spam
12660,59,video
12662,78,video
12663,72,imagenes
12665,2,video
12666,55,spam
12667,83,imagenes
12668,72,video
12671,63,spam
12672,67,spam
12673,21,spam
12675,89,video
12676,61,audio
12677,65,audio
12681,57,video
12682,57,spam
12684,65,imagenes
12688,67,video
12689,46,video
12693,13,video
12694,79,video
12695,62,video
12696,17,spam
12701,5,video
12705,55,audio
12707,46,imagenes
12709,43,spam
12710,32,imagenes
12711,80,imagenes
12713,47,imagenes
12716,4,video
12718,84,video
12720,54,imagenes
12721,7,spam
12723,15,spam
12724,83,spam
12726,63,imagenes
12727,55,audio
12728,41,video
12729,13,video
12731,73,video
12732,47,imagenes
12733,80,imagenes
12736,44,imagenes
12737,47,video
12739,25,audio
12740,8,audio
12741,89,spam
12745,22,audio
12747,53,imagenes
12749,54,imagenes
12754,7,video
12755,7,audio
12756,57,imagenes
12757,44,audio
12760,54,video
12762,21,video
12763,31,video
12764,74,audio
12765,85,spam
12769,51,video
12771,3,video
12774,49,imagenes
12776,4,audio
12777,57,spam
12779,67,imagenes
12780,35,imagenes
12783,18,video
12784,88,audio
12787,85,imagenes
12790,85,spam
12792,77,audio
12795,54,imagenes
12796,28,imagenes
12797,69,spam
12799,28,spam
12801,57,spam
12802,25,imagenes
12805,65,video
12806,79,audio
12807,86,imagenes
12810,5,audio
12811,60,audio
12812,73,imagenes
12813,58,spam
12816,67,video
12817,77,video
12818,32,video
12820,45,audio
12822,7,audio
12825,45,spam
12826,53,imagenes
12827,51,imagenes
12830,21,video
12831,19,imagenes
12844,20,video
12845,83,video
12846,5,audio
12847,19,spam
12850,71,imagenes
12854,47,spam
12857,67,video
12858,29,video
12860,4,audio
12864,86,audio
12866,14,imagenes
12867,28,video
12869,58,audio
12871,47,audio
12873,72,video
12875,39,video
12882,90,spam
12883,45,audio
12884,37,spam
12886,2,spam
12890,2,video
12893,57,spam
12895,61,spam
12898,42,imagenes
12899,56,video
12901,21,imagenes
12903,27,imagenes
12904,12,video
12906,36,imagenes
12907,32,video
12908,42,spam
12909,25,spam
12910,83,spam
12913,24,video
12915,16,video
12916,8,imagenes
12917,59,imagenes
12918,77,imagenes
12919,39,video
12921,24,spam
12927,42,video
12928,35,audio
12929,16,spam
12931,47,imagenes
12932,70,video
12933,20,imagenes
12934,47,imagenes
12938,46,video
12939,61,video
12941,23,audio
12943,66,audio
12944,30,imagenes
12945,18,spam
12946,54,spam
12947,12,imagenes
12949,28,spam
12951,6,audio
12952,34,spam
12953,56,audio
12956,30,video
12957,51,imagenes
12958,69,spam
12959,80,video
12960,28,audio
12961,56,audio
12963,17,spam
12964,53,audio
12967,29,video
12968,77,audio
12969,60,video
12970,42,imagenes
12971,89,video
12972,27,imagenes
12973,70,imagenes
12976,30,video
12978,59,spam
12979,56,audio
12980,9,audio
12984,44,spam
12987,29,spam
12991,12,imagenes
12992,83,video
12993,10,imagenes
12994,77,video
12995,22,imagenes
12996,70,imagenes
12998,74,video
13001,52,imagenes
13002,61,audio
13003,48,imagenes
13005,55,spam
13008,18,imagenes
13010,1,imagenes
13011,89,spam
13013,31,spam
13014,44,imagenes
13015,72,audio
13017,53,audio
13018,4,imagenes
13021,77,imagenes
13022,62,spam
13023,69,imagenes
13024,74,video
13026,70,audio
13027,4,video
13028,18,audio
13030,74,imagenes
13031,72,imagenes
13032,30,imagenes
13033,80,audio
13034,49,imagenes
13040,59,video
13041,64,audio
13045,74,spam
13047,79,video
13048,36,audio
13053,13,imagenes
13054,44,audio
13055,51,imagenes
13056,57,audio
13058,40,spam
13059,7,imagenes
13060,47,spam
13061,18,imagenes
13062,2,video
13063,39,audio
13065,58,video
13067,57,video
13068,23,spam
13070,46,video
13073,63,video
13074,90,video
13075,25,audio
13076,53,video
13077,86,audio
13080,29,spam
13082,52,video
13083,89,video
13086,11,audio
13091,11,imagenes
13093,75,audio
13094,63,video
13096,75,spam
13097,53,spam
13098,81,audio
13099,81,spam
13100,29,imagenes
13104,73,spam
13107,9,imagenes
13109,17,spam
13113,17,spam
13114,10,spam
13117,65,spam
13118,29,video
13120,72,audio
13122,82,imagenes
13123,79,imagenes
13124,84,audio
13126,59,video
13128,73,video
13130,73,audio
13132,54,imagenes
13133,14,spam
13134,10,video
13135,42,audio
13139,58,video
13141,48,audio
13145,79,audio
13149,4,spam
13151,12,audio
13154,17,spam
13156,62,spam
13157,39,spam
13160,81,audio
13162,76,imagenes
13164,41,audio
13169,64,video
13176,33,video
13179,45,audio
13185,76,spam
13187,73,audio
13188,76,audio
13189,52,spam
13190,15,audio
13191,58,imagenes
13192,24,imagenes
13193,86,audio
13196,87,spam
13198,15,imagenes
13200,87,video
13202,1,video
13203,85,imagenes
13204,83,audio
13205,39,video
13206,88,spam
13207,42,spam
13208,23,spam
13209,19,spam
13210,50,audio
13217,4,imagenes
13218,58,audio
13220,12,spam
13221,33,video
13226,16,imagenes
13235,23,spam
13238,13,imagenes
13239,70,imagenes
13240,59,spam
13241,30,video
13242,84,imagenes
13244,58,spam
13249,62,imagenes
13254,85,spam
13255,30,audio
13256,47,imagenes
13258,72,video
13259,68,video
13260,86,imagenes
13264,79,imagenes
13265,45,imagenes
13267,64,spam
13268,56,spam
13270,58,audio
13274,38,spam
13277,69,audio
13281,82,video
13282,31,spam
13283,86,audio
13284,77,imagenes
13286,12,video
13290,9,spam
13292,87,imagenes
13293,47,video
13294,88,audio
13295,18,video
13296,53,audio
13298,37,spam
13301,38,audio
13309,21,imagenes
13310,45,audio
13313,35,spam
13314,71,video
13317,44,video
13318,41,video
13319,9,imagenes
13320,5,audio
13322,27,video
13325,5,spam
13326,49,video
13329,12,audio
13330,63,imagenes
13332,61,imagenes
13334,32,imagenes
13335,10,spam
13336,47,spam
13337,27,imagenes
13338,25,imagenes
13340,61,audio
13343,81,imagenes
13346,55,audio
13347,81,spam
13348,22,imagenes
13349,88,spam
13351,29,audio
13352,7,imagenes
13354,13,video
13355,36,audio
13356,61,imagenes
13357,45,video
13359,18,spam
13360,1,video
13361,13,audio
13366,21,spam
13367,48,spam
13368,26,imagenes
13369,15,imagenes
13370,38,video
13371,61,audio
13373,90,spam
13374,84,imagenes
13377,81,audio
13378,32,imagenes
13380,75,audio
13384,13,video
13387,60,audio
13388,54,imagenes
13389,50,imagenes
13390,4,imagenes
13392,54,imagenes
13393,23,video
13395,75,spam
13397,17,audio
13400,17,spam
13401,35,spam
13405,42,audio
13408,90,imagenes
13412,4,video
13413,42,audio
13414,87,spam
13416,38,imagenes
13418,85,audio
13419,13,spam
13421,39,spam
13422,22,imagenes
13424,81,audio
13426,34,video
13427,48,audio
13428,62,spam
13429,72,spam
13430,12,audio
13431,68,audio
13434,89,video
13435,16,video
13436,40,video
13437,24,spam
13438,17,spam
13443,86,spam
13448,69,video
13449,44,audio
13450,41,imagenes
13453,34,imagenes
13454,72,audio
13455,18,video
13456,80,imagenes
13458,78,video
13459,69,imagenes
13461,54,spam
13466,59,imagenes
13467,10,spam
13468,49,imagenes
13469,66,video
13471,24,spam
13472,11,audio
13474,69,audio
13475,64,spam
13476,23,spam
13480,80,video
13481,34,audio
13482,14,spam
13485,2,imagenes
13487,23,video
13488,66,video
13490,90,video
13491,65,imagenes
13492,72,audio
13493,44,imagenes
13495,46,imagenes
13498,73,audio
13499,49,video
13501,56,spam
13502,37,video
13504,45,video
13506,82,imagenes
13515,58,spam
13516,37,spam
13518,68,audio
13519,20,imagenes
13521,37,video
13522,40,imagenes
13526,86,spam
13530,67,spam
13532,47,video
13533,55,imagenes
13534,62,video
13535,2,spam
13536,85,spam
13538,16,audio
13539,54,imagenes
13544,10,imagenes
13546,79,spam
13547,53,imagenes
13549,45,audio
13550,58,spam
13551,12,video
13554,77,video
13556,28,video
13557,31,spam
13559,71,video
13560,19,video
13561,55,video
13563,26,imagenes
13565,71,spam
13566,42,spam
13567,21,spam
13568,26,video
13569,17,audio
13571,26,audio
13576,1,audio
13577,85,imagenes
13582,53,video
13585,73,video
13586,15,video
13587,84,audio
13589,7,audio
13590,43,spam
13594,8,spam
13596,63,spam
13600,10,audio
13603,42,audio
13604,68,imagenes
13605,5,audio
13609,5,imagenes
13611,10,imagenes
13613,21,imagenes
13616,33,audio
13620,47,audio
13621,1,audio
13626,71,video
13627,56,video
13628,21,audio
13634,67,audio
13636,27,audio
13637,64,imagenes
13638,56,spam
13639,60,imagenes
13640,41,video
13641,7,imagenes
13642,13,imagenes
13647,52,imagenes
13652,80,imagenes
13653,41,video
13654,82,video
13655,32,spam
13658,51,spam
13661,38,audio
13662,10,imagenes
13665,85,audio
13668,12,audio
13670,69,imagenes
13671,57,spam
13672,79,spam
13673,36,spam
13674,48,imagenes
13676,82,spam
13678,7,imagenes
13679,76,audio
13683,61,video
