mid,presupuesto (US$),fecha
6798,191591,03/03/2019
6799,225461,09/03/2011
6800,667723,17/10/2007
6801,708002,17/05/2019
6802,339090,24/05/1982
6803,952729,08/08/1998
6804,331504,21/12/2004
6805,207390,26/09/2013
6806,808377,23/02/2019
6807,648287,27/05/1995
6808,851898,06/03/2003
6809,444383,18/08/2003
6810,654351,21/09/1986
6811,733201,09/09/2007
6812,787222,21/06/1980
6813,797264,19/04/1989
6814,730557,24/08/2006
6815,577197,21/03/2013
6816,993170,06/03/1985
6817,584629,10/07/1968
6818,114907,02/06/1978
6819,733599,18/07/1988
6820,101657,04/12/2012
6821,890511,05/11/1996
6822,262517,12/10/1996
6823,216683,10/03/2011
6824,823023,25/05/1971
6825,946572,28/10/2012
6826,597296,17/04/2014
6827,452557,29/06/2011
6828,218212,17/11/2014
6829,350110,22/02/2019
6830,820546,08/06/2019
6831,702369,05/10/2018
6832,766995,24/05/2001
6833,263303,05/04/2004
6834,335931,26/04/2005
6835,839691,09/08/2013
6836,479570,05/10/2014
6837,779737,06/11/1992
6838,306419,02/08/2018
6839,899884,17/12/2015
6840,87147,22/03/2000
6841,646366,29/03/2012
6842,483015,25/04/1998
6843,667248,20/07/2015
6844,35773,05/03/2011
6845,170057,22/09/2015
6846,544608,05/04/1998
6847,5365,22/10/1981
6848,197183,01/08/2009
6849,522814,20/08/2007
6850,764806,22/01/2006
6851,42940,05/11/1980
6852,552969,12/12/2000
6853,194758,13/04/2008
6854,534871,27/01/1998
6855,971498,30/10/1978
6856,906881,29/10/2016
6857,816593,12/11/1983
6858,527222,13/06/2019
6859,838666,04/09/2011
6860,557105,02/06/1991
6861,727488,12/07/2010
6862,783336,27/08/2018
6863,18870,06/11/2006
6864,625481,24/07/2009
6865,553140,02/02/2019
6866,83006,30/08/2004
6867,554678,01/10/2003
6868,46347,02/05/2005
6869,424127,11/08/2000
6870,513549,04/11/2016
6871,404304,15/11/1975
6872,146747,11/04/1963
6873,2109,30/12/2005
6874,859173,18/10/1991
6875,123813,03/06/2012
6876,817037,08/10/1988
6877,938734,22/11/1953
6878,926538,12/07/1990
6879,140408,21/05/2019
6880,920604,24/10/1990
6881,277278,18/08/2006
6882,143781,12/07/2017
6883,367866,06/07/2018
6884,379179,22/05/1971
6885,405156,19/03/2019
6886,638832,19/02/2014
6887,594833,02/09/2001
6888,477144,06/08/2004
6889,319493,18/07/1986
6890,865129,07/11/2018
6891,761763,18/04/2019
6892,454860,26/02/2015
6893,10152,17/01/2003
6894,566125,26/11/2018
6895,562300,07/08/2013
6896,590707,15/12/2011
6897,999558,04/03/2017
6898,143703,04/01/2011
6899,266078,20/09/2015
6900,522993,21/10/1972
6901,473818,22/06/2012
6902,624169,13/11/1991
6903,609093,10/10/2010
6904,331677,29/08/2009
6905,904241,02/08/2015
6906,727848,14/04/1996
6907,47302,24/09/2014
6908,673820,22/06/2004
6909,527208,14/06/2011
6910,161084,05/01/1997
6911,313330,06/07/2019
6912,983996,29/06/1988
6913,267189,20/03/2015
6914,988335,06/10/1990
6915,152092,26/01/2014
6916,421880,28/11/2013
6917,791541,23/04/1983
6918,527919,01/02/1999
6919,822775,21/07/2012
6920,226892,04/12/2013
6921,753976,31/12/1954
6922,509702,28/11/2014
6923,905560,17/05/2007
6924,773427,01/06/1992
6925,510028,08/11/1970
6926,199990,07/05/1988
6927,448904,23/09/1983
6928,978116,29/04/1985
6929,471517,18/04/2012
6930,82050,06/01/2017
6931,620271,18/05/2019
6932,923824,16/06/2019
6933,614531,21/11/1984
6934,616601,18/06/2005
6935,235122,17/06/2017
6936,772203,28/12/1987
6937,782693,02/05/2019
6938,826159,14/07/2014
6939,625663,17/07/2015
6940,809650,19/04/2005
6941,338650,08/12/2016
6942,318218,02/08/2011
6943,708348,17/03/2014
6944,856781,13/05/2007
6945,320148,29/08/2005
6946,753384,12/09/1990
6947,658684,03/06/2012
6948,759124,05/04/1975
6949,812767,20/02/2008
6950,798689,05/10/2015
6951,777792,15/10/2017
6952,860685,02/04/2010
6953,608332,30/10/2017
6954,131217,24/07/2007
6955,621442,27/02/1983
6956,391478,07/03/2014
6957,782641,10/08/2014
6958,738119,04/09/2001
6959,884534,12/03/1986
6960,26736,03/10/2016
6961,523366,17/07/1972
6962,491793,09/01/1974
6963,758133,07/01/2019
6964,338155,13/07/1983
6965,424595,30/01/2019
6966,429187,07/10/1974
6967,903922,15/09/1985
6968,918820,12/01/2010
6969,437152,14/03/1998
6970,179425,12/11/1986
6971,691256,20/12/2006
6972,831185,07/11/1987
6973,603155,11/01/1985
6974,672311,26/06/2009
6975,24696,06/04/2019
6976,799637,18/02/1966
6977,771434,03/05/2013
6978,500251,11/03/1995
6979,65294,13/08/1986
6980,653592,25/06/2011
6981,191085,10/09/2009
6982,818684,10/09/1996
6983,296447,27/09/2017
6984,593055,09/12/2012
6985,104675,21/02/2011
6986,870947,09/04/2017
6987,845182,08/05/2002
6988,485714,25/05/2012
6989,879475,13/02/1997
6990,164231,01/08/2004
6991,606579,30/03/2017
6992,915496,21/08/2012
6993,81742,15/09/2011
6994,179310,03/06/2014
6995,461060,20/02/2018
6996,777672,21/06/1962
6997,940256,14/08/1998
6998,269073,21/12/2013
6999,584547,29/08/2013
7000,807678,14/07/2017
7001,355143,03/02/1965
7002,373342,11/05/1999
7003,203399,08/03/1986
7004,830576,12/10/2016
7005,434788,10/06/2007
7006,392246,04/10/2012
7007,652866,06/03/2012
7008,614787,27/11/1991
7009,736396,25/03/2012
7010,704753,25/04/2004
7011,910722,18/01/2019
7012,748845,16/12/2017
7013,907166,29/05/2018
7014,200576,23/04/2018
7015,186809,25/02/1987
7016,610792,21/12/2016
7017,533374,01/10/2011
7018,633984,21/04/2008
7019,363933,26/06/1994
7020,358940,03/02/1995
7021,386343,26/06/2019
7022,227983,06/10/1997
7023,947206,29/03/1993
7024,567269,02/06/2005
7025,382655,09/05/2018
7026,185279,01/05/1960
7027,304160,07/07/2018
7028,259650,14/12/2016
7029,943341,15/07/1992
7030,588762,27/01/2006
7031,3910,11/08/1989
7032,660851,25/07/1984
7033,345830,24/03/2017
7034,985692,17/09/2018
7035,974635,19/03/1990
7036,915319,17/05/2015
7037,794562,03/10/2011
7038,206634,07/05/2014
7039,139885,06/07/2019
7040,445709,06/05/2019
7041,828173,15/06/2017
7042,329705,11/03/2000
7043,975965,13/02/2013
7044,84205,13/11/2014
7045,346493,18/06/1982
7046,398697,15/03/2004
7047,361145,23/08/2018
7048,974225,26/04/2015
7049,647249,16/12/2016
7050,113584,02/09/1996
7051,438126,29/11/1983
7052,923523,21/05/1970
7053,972850,27/02/2018
7054,332046,30/09/2008
7055,277939,05/05/2016
7056,562555,26/04/1980
7057,117780,02/01/1997
7058,772508,24/12/2006
7059,360182,13/12/2011
7060,965911,15/07/2015
7061,108763,31/01/2019
7062,434879,26/04/2015
7063,291735,27/06/2017
7064,914312,29/08/1996
7065,165050,25/03/2007
7066,50310,29/07/2006
7067,513663,29/06/2012
7068,850617,24/06/1993
7069,984627,08/03/1969
7070,631136,14/05/2003
7071,932812,25/02/2012
7072,927968,23/11/1999
7073,442832,28/08/2013
7074,532239,25/11/2017
7075,381399,05/02/2019
7076,54543,31/10/2002
7077,602792,08/12/1996
7078,65881,28/07/1987
7079,179754,09/09/2018
7080,926743,10/04/1993
7081,884710,09/04/2019
7082,287042,09/03/2005
7083,273208,17/10/1993
7084,411918,01/12/1967
7085,238484,28/07/2004
7086,331147,12/04/2017
7087,475756,26/10/1967
7088,485287,29/10/2014
7089,889093,08/08/1985
7090,40451,08/02/2014
7091,439007,06/11/2003
7092,394289,04/10/1992
7093,794510,03/01/2012
7094,138928,09/09/1988
7095,900325,23/08/1991
7096,922406,02/11/2008
7097,818503,16/01/2016
7098,684546,13/02/2005
7099,626536,29/05/2016
7100,969883,02/08/2017
7101,645473,10/05/1998
7102,713704,14/10/2018
7103,681388,14/12/2014
7104,296743,12/09/1990
7105,514519,11/02/1981
7106,359744,20/04/2019
7107,675224,08/03/2017
7108,26808,08/10/2006
7109,991246,23/03/2019
7110,573466,11/08/2018
7111,31953,22/08/2010
7112,64499,07/11/2015
7113,327912,10/04/2003
7114,421207,23/12/1966
7115,87728,27/10/2004
7116,752370,30/11/1998
7117,439609,22/07/2001
7118,156937,24/09/1978
7119,46732,14/03/1983
7120,982092,08/01/2019
7121,382130,21/04/2000
7122,10556,10/04/2016
7123,649880,21/04/2017
7124,953838,02/02/1977
7125,405024,14/01/1965
7126,460847,17/04/2001
7127,386328,04/05/2000
7128,63202,26/08/1999
7129,945601,24/06/1974
7130,227649,16/05/2014
7131,977922,23/09/1970
7132,200079,12/01/1989
7133,170988,17/09/1998
7134,962906,28/07/2000
7135,114029,15/11/1985
7136,657117,30/10/1985
7137,640121,16/06/1995
7138,304474,12/03/2016
7139,254214,03/02/2015
7140,751021,13/01/1951
7141,670069,23/05/2006
7142,923365,02/06/1954
7143,264817,23/08/1978
7144,570988,07/06/2011
7145,632077,21/01/2019
7146,238399,12/02/1989
7147,20154,02/04/2013
7148,695024,24/09/2015
7149,227997,06/09/2014
7150,641813,12/05/2014
7151,351808,05/07/2009
7152,229564,22/03/1993
7153,868182,08/03/2016
7154,518662,23/08/2003
7155,10911,04/06/1989
7156,341317,07/07/1985
7157,765532,30/09/2006
7158,139566,13/08/2016
7159,416441,14/02/2015
7160,949704,10/12/1983
7161,111750,26/06/2003
7162,505696,20/08/2012
7163,226112,28/01/1991
7164,819330,14/03/2006
7165,743689,06/11/2003
7166,250459,05/06/2016
7167,956680,06/11/1995
7168,943500,27/06/1993
7169,698278,04/08/2014
7170,823467,26/03/2008
7171,309831,09/07/1978
7172,901200,15/05/2017
7173,590227,22/04/2007
7174,881299,14/12/2006
7175,578024,10/11/2009
7176,880429,17/09/2018
7177,342864,28/12/2016
7178,770284,05/06/2004
7179,564125,19/06/2018
7180,588345,15/12/2017
7181,201537,05/02/2019
7182,102818,30/01/2013
7183,559138,11/11/2014
7184,592174,16/10/2006
7185,12751,17/03/2017
7186,621677,04/03/2019
7187,250244,02/01/1966
7188,817433,20/07/1996
7189,204918,27/05/2011
7190,31448,24/07/2007
7191,446040,31/07/2012
7192,92205,13/04/1976
7193,11500,01/02/1992
7194,829256,06/04/2001
7195,850961,13/03/1990
7196,121151,04/07/1979
7197,93548,08/04/2014
7198,100503,11/06/2000
7199,878761,17/09/2013
7200,300998,01/04/2017
7201,540920,02/03/2018
7202,112060,04/09/2006
7203,592658,15/12/2017
7204,671042,17/02/1983
7205,467682,14/11/1996
7206,95872,12/02/1992
7207,76449,11/03/2000
7208,127790,13/04/1979
7209,971680,11/05/2001
7210,904030,14/07/2014
7211,194070,04/05/1971
7212,679600,06/04/1992
7213,466237,24/07/2012
7214,910704,26/04/2002
7215,530220,30/08/2019
7216,241204,15/03/2013
7217,139721,07/02/2009
7218,866335,21/04/1989
7219,633186,27/05/2008
7220,701248,27/10/1999
7221,543345,02/04/2016
7222,31591,12/06/2001
7223,717181,14/01/1981
7224,235079,29/05/1984
7225,605505,25/12/1979
7226,590759,18/01/1982
7227,314794,26/07/1991
7228,307389,28/09/2003
7229,760999,22/05/2004
7230,176206,05/03/2018
7231,422636,22/11/1985
7232,876664,18/08/2006
7233,233785,30/11/2015
7234,473677,17/11/2008
7235,130114,22/01/1964
7236,574555,29/11/2016
7237,73033,09/06/2003
7238,916835,21/03/2018
7239,61563,29/07/2014
7240,794464,17/08/1989
7241,772550,10/03/1970
7242,575667,11/06/2019
7243,921618,29/06/1993
7244,492310,21/09/2010
7245,984509,27/01/2006
7246,79160,11/05/2003
7247,305857,06/05/2005
7248,657814,28/07/1999
7249,806025,30/09/1999
7250,583326,16/08/2005
7251,994684,21/08/1996
7252,11523,18/02/2017
7253,349981,28/01/1984
7254,868263,20/12/2016
7255,801724,18/01/2016
7256,300247,01/05/2009
7257,483941,28/01/1992
7258,382590,07/03/2019
7259,24528,14/02/1995
7260,868503,18/09/2016
7261,293230,10/12/2014
7262,580818,10/01/1993
7263,785781,25/07/2010
7264,253459,10/09/1991
7265,454270,10/08/1999
7266,610374,20/06/2013
7267,205012,02/03/1989
7268,965873,03/12/2005
7269,36489,14/04/2005
7270,338188,13/08/2006
7271,138787,23/02/2010
7272,934228,07/09/1980
7273,564118,24/10/2013
7274,991944,07/03/1976
7275,236251,03/12/1999
7276,837042,14/01/2017
7277,409578,18/07/2016
7278,584795,23/07/2003
7279,597025,27/11/1979
7280,417833,11/01/2014
7281,861775,30/12/2006
7282,391044,22/11/2001
7283,163018,02/04/1997
7284,631367,04/07/1980
7285,918434,18/01/2019
7286,210111,15/07/2010
7287,946437,25/12/2009
7288,701939,10/04/1993
7289,564576,29/04/1992
7290,211870,05/05/2005
7291,290227,28/05/1991
7292,472498,19/09/2015
7293,379355,04/11/2006
7294,916767,07/02/1999
7295,754237,19/02/2000
7296,387944,11/03/1985
7297,976574,20/06/1960
7298,405513,04/01/1998
7299,903298,28/08/2012
7300,758950,25/11/2014
7301,483986,12/03/2019
7302,121846,18/10/1991
7303,378083,25/01/2017
7304,240451,29/12/2018
7305,224897,03/01/1987
7306,825868,07/02/2018
7307,934120,09/02/2017
7308,549797,06/09/1975
7309,530116,27/01/2019
7310,559181,17/03/2002
7311,717693,13/01/2017
7312,933773,29/06/2003
7313,221431,27/12/2012
7314,927690,26/07/2014
7315,410212,02/05/1966
7316,401412,05/02/2013
7317,921876,18/03/1974
7318,51452,22/07/1964
7319,626290,29/10/2012
7320,853609,03/03/1964
7321,256815,20/04/2014
7322,799796,27/10/2015
7323,451786,28/03/2019
7324,435481,21/05/2016
7325,626338,03/06/2018
7326,511925,02/03/2019
7327,194940,12/07/2017
7328,453340,19/12/1970
7329,301949,19/04/2018
7330,70425,04/10/2007
7331,273088,08/01/2011
7332,787824,05/11/1997
7333,140840,30/08/1989
7334,643141,22/07/2015
7335,420077,06/04/1978
7336,323137,27/11/2012
7337,651982,03/10/1979
7338,199094,23/05/2006
7339,228282,30/07/1989
7340,558225,04/06/2019
7341,582829,06/06/1970
7342,819933,21/07/2007
7343,809577,09/06/1982
7344,656412,13/03/2017
7345,64163,22/07/2001
7346,453739,19/02/1987
7347,673505,17/06/2009
7348,333657,05/03/1989
7349,809397,10/03/1981
7350,926641,22/11/1986
7351,546712,16/10/2013
7352,707316,12/11/2018
7353,846576,01/11/2012
7354,226250,18/08/2001
7355,906812,30/07/1988
7356,815910,09/06/2010
7357,334325,21/11/1983
7358,994130,23/12/2007
7359,295366,01/06/2008
7360,304421,12/09/1963
7361,18572,31/01/1990
7362,31973,02/03/1991
7363,951004,27/10/2000
7364,347364,20/08/2017
7365,936322,16/08/1978
7366,182009,19/11/2005
7367,129678,28/03/1980
7368,71102,28/08/2007
7369,418289,12/11/2018
7370,347716,01/12/2017
7371,647931,02/03/1984
7372,818485,23/10/2008
7373,263119,22/10/2015
7374,715977,21/11/2014
7375,664174,05/06/2019
7376,32073,07/03/2010
7377,478557,19/09/2009
7378,671362,24/08/2009
7379,250227,16/05/2015
7380,399361,02/09/2000
7381,33919,17/11/1978
7382,761699,12/02/2012
7383,594086,04/03/2012
7384,233538,05/09/2007
7385,549933,09/11/1996
7386,547718,08/10/2002
7387,711449,12/10/1995
7388,495830,01/08/1964
7389,383998,14/04/1989
7390,119521,18/12/2013
7391,405886,25/06/2018
7392,918036,23/03/2017
7393,29814,12/04/1966
7394,248853,27/03/2004
7395,805751,30/10/2013
7396,914106,17/09/2003
7397,56723,15/02/1990
7398,419731,06/02/2018
7399,431624,16/09/2011
7400,749395,16/06/2009
7401,78518,26/12/1992
7402,758033,10/03/1995
7403,540138,23/03/2013
7404,209057,31/01/1991
7405,758257,02/07/2004
7406,178320,21/09/1986
7407,328279,01/10/1996
7408,935352,16/04/1983
7409,383126,28/03/2016
7410,534954,14/05/2008
7411,176997,30/04/1985
7412,652457,13/01/1994
7413,434839,05/02/2005
7414,28263,04/10/1992
7415,552613,26/10/1997
7416,334035,05/09/2001
7417,157534,06/04/1994
7418,322050,14/06/2013
7419,901684,30/03/2018
7420,852230,01/04/1983
7421,233333,18/03/1998
7422,66013,17/10/2002
7423,614794,08/07/2009
7424,347389,17/11/1996
7425,201970,30/10/1978
7426,747402,23/06/1997
7427,274135,03/12/1969
7428,458867,21/06/2017
7429,46410,14/09/1998
7430,45201,28/01/1997
7431,345058,20/02/1990
7432,981586,25/05/2019
7433,102183,27/05/1990
7434,630584,28/12/1995
7435,944456,14/12/2017
7436,659980,14/09/1981
7437,547847,08/03/2019
7438,696540,05/11/1996
7439,117377,21/09/1984
7440,162685,18/06/2010
7441,300277,13/05/2012
7442,987909,04/07/2017
7443,889777,31/12/1988
7444,340634,23/11/2005
7445,692689,21/11/2009
7446,428520,25/11/2003
7447,401963,22/10/1982
7448,200131,07/12/2013
7449,396401,20/07/2011
7450,561658,12/03/2015
7451,971206,04/04/2014
7452,98644,06/12/2010
7453,233291,23/01/1974
7454,991473,21/04/2019
7455,187792,27/11/2018
7456,808186,12/06/2004
7457,725511,28/02/1987
7458,451965,06/01/2003
7459,999233,11/05/2014
7460,359375,07/05/2018
7461,894527,20/05/2005
7462,757913,21/08/2016
7463,169311,13/06/2009
7464,188936,09/04/2018
7465,145699,06/03/1967
7466,337254,10/07/2010
7467,71492,29/03/1963
7468,925754,20/05/1991
7469,460296,26/03/2005
7470,667216,05/05/2018
7471,876356,19/10/2000
7472,437917,17/03/1973
7473,282831,26/04/1992
7474,279948,14/12/1976
7475,631724,27/12/1984
7476,18906,31/08/1994
7477,605806,15/02/2004
7478,203611,18/06/1991
7479,857104,07/02/2014
7480,260676,27/12/2018
7481,192917,10/03/2016
7482,847288,18/09/2015
7483,701908,05/02/2015
7484,279950,24/10/2014
7485,740611,09/12/2014
7486,711956,09/07/2019
7487,426028,16/05/2000
7488,33392,21/05/2009
7489,643479,09/04/1987
7490,874407,05/07/1993
7491,356135,22/10/1991
7492,74998,30/03/2016
7493,53068,20/02/1967
7494,539154,30/09/2007
7495,285861,24/10/1970
7496,644135,16/03/2017
7497,553560,03/05/2003
7498,352488,23/08/2018
7499,439967,10/02/2019
7500,302110,31/07/2019
7501,645964,19/04/2003
7502,17231,20/08/1988
7503,663148,27/03/2000
7504,153675,27/11/1990
7505,781362,21/04/2012
7506,921716,16/08/2007
7507,237332,04/07/2019
7508,486315,10/11/2009
7509,942533,09/02/2014
7510,567129,03/08/2019
7511,887499,14/04/2001
7512,828568,14/07/1969
7513,184610,21/06/2016
7514,409540,12/07/2018
7515,553458,04/08/1969
7516,123412,15/11/1972
7517,903919,27/12/2008
7518,659085,20/02/2019
7519,2886,08/03/2009
7520,951372,28/03/2019
7521,150436,02/12/2007
7522,24208,07/06/1998
7523,269563,16/08/1968
7524,213881,28/02/1998
7525,279445,30/10/2003
7526,934397,03/07/2019
7527,467877,24/02/1981
7528,895040,31/03/1996
7529,630062,17/02/2010
7530,305376,12/09/2018
7531,996169,09/04/2003
7532,11897,04/03/2005
7533,225254,02/04/1961
7534,585673,19/04/1972
7535,540530,25/11/2004
7536,860163,29/09/1991
7537,513298,27/12/1995
7538,224873,01/08/1984
7539,186600,09/02/2016
7540,954353,19/05/1982
7541,902436,04/09/2001
7542,554205,13/05/1985
7543,126926,23/05/1991
7544,691851,10/07/2001
7545,137376,23/06/2008
7546,568869,16/12/2018
7547,73659,28/07/2012
7548,479928,14/03/2009
7549,227371,13/02/2002
7550,93829,24/09/1993
7551,973706,20/08/1999
7552,96577,02/02/1990
7553,355429,22/01/1996
7554,707998,09/04/1996
7555,577249,02/05/1971
7556,997915,29/01/2007
7557,390616,05/04/1997
7558,243069,07/09/2005
7559,917119,24/07/2006
7560,81888,30/01/1970
7561,149132,23/04/2000
7562,301362,23/02/2006
7563,890402,23/03/2018
7564,681921,01/11/2005
7565,839397,29/03/2018
7566,942706,30/01/2011
7567,210893,05/02/2016
7568,113380,12/11/1976
7569,831666,13/03/2016
7570,116651,19/01/2012
7571,913982,09/05/1998
7572,243067,21/03/1972
7573,846283,20/06/1998
7574,781991,10/12/1985
7575,261845,08/11/2005
7576,123501,11/05/1996
7577,444871,01/11/2015
7578,115257,21/10/1990
7579,796148,10/12/2009
7580,785072,29/01/2000
7581,865836,02/11/1979
7582,509634,02/05/1990
7583,195360,07/09/1989
7584,197574,10/11/1973
7585,962651,10/04/2013
7586,870745,24/01/1980
7587,11569,07/01/1991
7588,702312,12/11/2018
7589,298405,15/01/2018
7590,548531,09/04/2011
7591,761427,17/11/2018
7592,535983,19/05/2005
7593,409956,31/07/2006
7594,18397,18/08/1990
7595,367058,02/02/1996
7596,528667,23/11/2006
7597,564173,30/03/2016
7598,70782,23/12/2015
7599,822105,05/03/1970
7600,652282,30/12/1980
7601,805201,02/06/2006
7602,273481,05/09/2018
7603,376144,09/03/2016
7604,178688,16/05/1972
7605,442714,25/11/2015
7606,276867,25/09/2018
7607,232037,27/04/2009
7608,85868,03/08/1993
7609,804634,05/06/1974
7610,989030,05/01/1976
7611,911700,29/07/2018
7612,954575,10/09/1989
7613,992784,07/07/2018
7614,130495,03/07/2011
7615,756359,14/07/1999
7616,302786,26/11/1968
7617,38192,24/02/2002
7618,738536,25/02/1980
7619,50319,19/04/1972
7620,719203,31/10/2014
7621,697638,29/09/2004
7622,686323,26/11/2012
7623,62358,06/08/2008
7624,588657,23/08/2013
7625,740696,18/10/1970
7626,836658,03/03/1982
7627,485380,22/10/1999
7628,575303,03/08/1960
7629,547851,19/05/2016
7630,919226,06/03/2019
7631,904014,09/07/2018
7632,522892,01/02/1958
7633,790737,07/10/2018
7634,717894,10/12/1967
7635,218879,09/06/2011
7636,723589,24/08/2017
7637,482806,29/10/2003
7638,712478,23/10/2012
7639,721014,27/07/2017
7640,963292,21/11/2012
7641,72756,07/12/1978
7642,575784,23/05/2010
7643,415574,07/04/2001
7644,987344,10/01/2012
7645,863501,31/03/2001
7646,590910,05/03/1984
7647,269579,15/11/2009
7648,113167,09/07/2000
7649,374869,18/12/2017
7650,107579,26/04/2019
7651,355702,24/05/2011
7652,596485,28/11/2009
7653,833296,25/11/2003
7654,676141,25/11/2003
7655,757451,02/11/1997
7656,567007,14/02/1979
7657,489771,11/04/2015
7658,257962,13/01/2009
7659,194824,14/03/1988
7660,886545,27/02/1963
7661,817666,11/11/1999
7662,200900,15/04/2015
7663,966221,15/02/2018
7664,327216,03/09/2008
7665,663009,07/02/2015
7666,896268,02/12/1997
7667,620184,12/04/1996
7668,166148,16/07/1998
7669,609145,21/08/2018
7670,447884,25/03/1996
7671,703118,09/01/2003
7672,658612,02/01/1966
7673,537697,05/10/1999
7674,601558,10/07/2008
7675,48364,26/05/1978
7676,170231,05/12/1979
7677,277915,15/12/2013
7678,572070,21/06/2015
7679,265314,27/02/2017
7680,330644,02/08/1981
7681,170329,29/11/2017
7682,708637,14/06/2019
7683,301366,11/06/2005
7684,949535,02/08/2013
7685,965450,06/07/1993
7686,581774,02/08/2015
7687,367432,06/05/2017
7688,767008,04/04/1994
