mid,proyecto
12822,Patriot National Bancorp Inc.
12823,Biglari Holdings Inc.
12824,Cerro Bayo
12825,Torchmark Corporation
12826,"The Travelers Companies, Inc."
12827,Comcast Corporation
12828,Cerro Blanco
12829,Biglari Holdings Inc.
12830,Alliance National Municipal Income Fund Inc
12831,Victoria
12832,Celite - Carol
12833,Manto Verde
12834,Andes Travertine
12835,"Avon Products, Inc."
12836,Nuveen Floating Rate Income Fund
12837,Caupolicán
12838,"Impax Laboratories, Inc."
12839,The9 Limited
12840,"Financial Engines, Inc."
12841,"The Chefs' Warehouse, Inc."
12842,CMP - Algarrobo
12843,Array BioPharma Inc.
12844,Applied DNA Sciences Inc
12845,Marte Lobo
12846,Novelion Therapeutics Inc.
12847,Los Pelambres
12848,La Coipa
12849,"Impax Laboratories, Inc."
12850,ENGlobal Corporation
12851,"ILG, Inc"
12852,"CenterPoint Energy, Inc."
12853,"Sportsman's Warehouse Holdings, Inc."
12854,Don Alberto
12855,Peckett
12856,Laguna Siren
12857,"Gabelli Equity Trust, Inc. (The)"
12858,Refugio
12859,Escondida
12860,"Portola Pharmaceuticals, Inc."
12861,Vina Concha Y Toro
12862,First Trust Emerging Markets Small Cap AlphaDEX Fund
12863,Iván
12864,American Homes 4 Rent
12865,Westpac Banking Corporation
12866,Dynatronics Corporation
12867,Galectin Therapeutics Inc.
12868,Antucoya
12869,Forum Merger Corporation
12870,BLDRS Asia 50 ADR Index Fund
12871,PIMCO Dynamic Credit and Mortgage Income Fund
12872,"PrivateBancorp, Inc."
12873,Celite - Carol
12874,"Biocept, Inc."
12875,ENGlobal Corporation
12876,Clifton Bancorp Inc.
12877,Pirquitas
12878,Bright Scholar Education Holdings Limited
12879,Natl Westminster Pfd
12880,AdvisorShares Market Adaptive Unconstrained Income ETF
12881,Tuina
12882,CMP - Boquerón Chañar
12883,Trongol
12884,Applied DNA Sciences Inc
12885,CMP - Cerro Negro Norte
12886,Bed Bath & Beyond Inc.
12887,"UMH Properties, Inc."
12888,"Argos Therapeutics, Inc."
12889,Patriot National Bancorp Inc.
12890,"Mirna Therapeutics, Inc."
12891,Altamira
12892,Diageo plc
12893,Coirón
12894,"Vectrus, Inc."
12895,"Western Refining Logistics, LP"
12896,"Arista Networks, Inc."
12897,Eagle Bulk Shipping Inc.
12898,"Ulta Beauty, Inc."
12899,Andes Travertine
12900,Chimborazo
12901,"First Financial Bankshares, Inc."
12902,"Spark Energy, Inc."
12903,"Midland States Bancorp, Inc."
12904,West Corporation
12905,Colico Sur
12906,"Diamond Hill Investment Group, Inc."
12907,Entercom Communications Corporation
12908,"Western Refining Logistics, LP"
12909,First Trust International Multi-Asset Diversified Income Index
12910,Algorta
12911,"Entergy Louisiana, Inc."
12912,Comcast Corporation
12913,Peapack-Gladstone Financial Corporation
12914,"Under Armour, Inc."
12915,Yahoo! Inc.
12916,SL Green Realty Corporation
12917,Kilroy Realty Corporation
12918,Cabot Corporation
12919,Nuveen Floating Rate Income Fund
12920,"Diamond Hill Investment Group, Inc."
12921,Terreno Realty Corporation
12922,Punta de Lobos - Kanita
12923,Quiborax - Ascotán
12924,"Financial Engines, Inc."
12925,Julia
12926,Yahoo! Inc.
12927,"XO Group, Inc."
12928,Vina Concha Y Toro
12929,Tres Valles
12930,Kilroy Realty Corporation
12931,Diageo plc
12932,"Shutterstock, Inc."
12933,Andacollo Cobre
12934,Tranquilo
12935,La Productora
12936,Celgene Corporation
12937,Royal Caribbean Cruises Ltd.
12938,SAP SE
12939,"Gray Television, Inc."
12940,"TC PipeLines, LP"
12941,Western Alliance Bancorporation
12942,Caleta El Cobre
12943,"Dupont Fabros Technology, Inc."
12944,"Ocular Therapeutix, Inc."
12945,Virco Manufacturing Corporation
12946,Array BioPharma Inc.
12947,Faride
12948,"International Seaways, Inc."
12949,Array BioPharma Inc.
12950,Cabot Corporation
12951,El Tofo
12952,PowerShares Golden Dragon China Portfolio
12953,"Hub Group, Inc."
12954,"Westbury Bancorp, Inc."
12955,"SeaChange International, Inc."
12956,Park-Ohio Holdings Corp.
12957,Las Arenitas
12958,Altamira
12959,"Western Refining Logistics, LP"
12960,The Community Financial Corporation
12961,Costamare Inc.
12962,"Meridian Waste Solutions, Inc"
12963,Guanaco
12964,Entercom Communications Corporation
12965,Chimberos
12966,Yahoo! Inc.
12967,"Evolving Systems, Inc."
12968,"JA Solar Holdings, Co., Ltd."
12969,Blackstone GSO Long Short Credit Income Fund
12970,"Sierra Oncology, Inc."
12971,Cummins Inc.
12972,"Recon Technology, Ltd."
12973,Cosayach - Negreiros
12974,El Abra
12975,"Forterra, Inc."
12976,The Community Financial Corporation
12977,Tranquilo
12978,Central Garden & Pet Company
12979,Intracampos
12980,"Gray Television, Inc."
12981,"UMH Properties, Inc."
12982,"Zynerba Pharmaceuticals, Inc."
12983,El Tesoro
12984,Walter Investment Management Corp.
12985,Refugio
12986,Nuveen Floating Rate Income Fund
12987,Orbotech Ltd.
12988,"Western Refining Logistics, LP"
12989,Arlington Asset Investment Corp
12990,"National American University Holdings, Inc."
12991,Park-Ohio Holdings Corp.
12992,Georgia Power Company
12993,Janus Henderson Small Cap Growth Alpha ETF
12994,"Zynerba Pharmaceuticals, Inc."
12995,"JA Solar Holdings, Co., Ltd."
12996,"Idera Pharmaceuticals, Inc."
12997,"Westbury Bancorp, Inc."
12998,El Toqui
12999,"Arista Networks, Inc."
13000,NVIDIA Corporation
13001,Radomiro Tomic
13002,Double Eagle Acquisition Corp.
13003,Peckett
13004,Envision Healthcare Corporation
13005,"Arista Networks, Inc."
13006,Georgia Power Company
13007,"Kura Oncology, Inc."
13008,Quiborax
13009,Choquelimpie
13010,Algorta
13011,Collahuasi
13012,Pinatolca
13013,"RiverNorth Opportunities Fund, Inc."
13014,"Ulta Beauty, Inc."
13015,Ceragon Networks Ltd.
13016,III de Atacama Minerals - Aguas Blancas
13017,Zaldívar
13018,"Ocular Therapeutix, Inc."
13019,Esperanza
13020,"FairPoint Communications, Inc."
13021,Manantial
13022,"Urban One, Inc. "
13023,"India Fund, Inc. (The)"
13024,Voya Global Equity Dividend and Premium Opportunity Fund
13025,West Corporation
13026,Randgold Resources Limited
13027,Entegra Financial Corp.
13028,Dollar General Corporation
13029,Tata Motors Ltd
13030,Marte Lobo
13031,"Safe Bulkers, Inc"
13032,"Financial Engines, Inc."
13033,"XO Group, Inc."
13034,Novanta Inc.
13035,Linderos
13036,Comcast Corporation
13037,"International Seaways, Inc."
13038,L.B. Foster Company
13039,Talcuna
13040,"CatchMark Timber Trust, Inc."
13041,Celite - Tana
13042,Biglari Holdings Inc.
13043,"Franklin Financial Network, Inc."
13044,AmerisourceBergen Corporation (Holding Co)
13045,"Westbury Bancorp, Inc."
13046,SL Green Realty Corporation
13047,Tata Motors Ltd
13048,"Sportsman's Warehouse Holdings, Inc."
13049,West Corporation
13050,United Insurance Holdings Corp.
13051,Isla Guarello
13052,"TC PipeLines, LP"
13053,"China Lodging Group, Limited"
13054,Ojos del Salado
13055,"JA Solar Holdings, Co., Ltd."
13056,SQM - Nueva Victoria
13057,CMP - Boquerón Chañar
13058,"Taiwan Fund, Inc. (The)"
13059,"Cleveland BioLabs, Inc."
13060,Arch Capital Group Ltd.
13061,"Enanta Pharmaceuticals, Inc."
13062,Inseego Corp.
13063,Bright Scholar Education Holdings Limited
13064,Eagle Bulk Shipping Inc.
13065,BRF S.A.
13066,Arenal
13067,Pampa Camarones
13068,CMP - Cerro Negro Norte
13069,Abeona Therapeutics Inc.
13070,E*TRADE Financial Corporation
13071,"JA Solar Holdings, Co., Ltd."
13072,Trongol
13073,El Volcán
13074,Envision Healthcare Corporation
13075,SQM - Mapocho
13076,"Safe Bulkers, Inc"
13077,Garrison Capital Inc.
13078,Caserones
13079,El Peñón
13080,Costamare Inc.
13081,"Western Refining Logistics, LP"
13082,SQM - Pedro de Valdivia
13083,Credit Acceptance Corporation
13084,SAP SE
13085,Western Asset Bond Fund
13086,"SeaChange International, Inc."
13087,CVS Health Corporation
13088,III de Atacama Minerals - Aguas Blancas
13089,Radomiro Tomic
13090,Colico Sur
13091,Corporate Asset Backed Corp CABCO
13092,"SeaChange International, Inc."
13093,Bed Bath & Beyond Inc.
13094,First Trust International Multi-Asset Diversified Income Index
13095,Comcast Corporation
13096,HollyFrontier Corporation
13097,"Investors Bancorp, Inc."
13098,Tekla Healthcare Opportunies Fund
13099,Crawford & Company
13100,Manantial
13101,Bed Bath & Beyond Inc.
13102,Haldeman - Sagasca
13103,"Under Armour, Inc."
13104,El Morro
13105,JM Global Holding Company
13106,CMP - Romeral
13107,La Picarda
13108,Sierra Miranda
13109,Andina
13110,Michilla
13111,Pullalli
13112,Punitaqui
13113,Gilat Satellite Networks Ltd.
13114,"Adams Diversified Equity Fund, Inc."
13115,Lions Gate Entertainment Corporation
13116,Fidus Investment Corporation
13117,Las Piedras
13118,Peabody Energy Corporation
13119,Talcuna
13120,Virco Manufacturing Corporation
13121,Arlington Asset Investment Corp
13122,"Delcath Systems, Inc."
13123,Garrison Capital Inc.
13124,Esperanza
13125,Chuquicamata
13126,Alhué
13127,Texas Pacific Land Trust
13128,Arenal
13129,El Soldado
13130,PowerShares Nasdaq Internet Portfolio
13131,STMicroelectronics N.V.
13132,"Argos Therapeutics, Inc."
13133,El Morro
13134,SQM - María Elena
13135,"Universal Stainless & Alloy Products, Inc."
13136,"Argos Therapeutics, Inc."
13137,Container Store (The)
13138,"Hawkins, Inc."
13139,Moog Inc.
13140,San Gerónimo
13141,Moog Inc.
13142,Pascua
13143,"Hawkins, Inc."
13144,"RiverNorth Opportunities Fund, Inc."
13145,SQM Salar
13146,Terreno Realty Corporation
13147,Suncor EnergyInc.
13148,PIMCO Dynamic Credit and Mortgage Income Fund
13149,"CenterPoint Energy, Inc."
13150,Northern Trust Corporation
13151,Manantial
13152,Quebrada Blanca
13153,Arlington Asset Investment Corp
13154,Nuveen AMT-Free Municipal Value Fund
13155,SQM - Yumbes
13156,Andacollo Cobre
13157,Carvana Co.
13158,"The Travelers Companies, Inc."
13159,Flor de Los Andes
13160,Westpac Banking Corporation
13161,Novelion Therapeutics Inc.
13162,SAP SE
13163,CMP - Algarrobo
13164,EPR Properties
13165,"LM Funding America, Inc."
13166,Ceragon Networks Ltd.
13167,Mackinac Financial Corporation
13168,Western Asset Bond Fund
13169,"Taiwan Fund, Inc. (The)"
13170,RenaissanceRe Holdings Ltd.
13171,Caserones
13172,Global Partner Acquisition Corp.
13173,Nuveen Energy MLP Total Return Fund
13174,Cerro Negro
13175,"Silicon Laboratories, Inc."
13176,"Silicon Laboratories, Inc."
13177,Northern Trust Corporation
13178,Applied DNA Sciences Inc
13179,"Sierra Oncology, Inc."
13180,Central Garden & Pet Company
13181,Check-Cap Ltd.
13182,El Teniente
13183,Cerro Colorado
13184,"Blackhawk Network Holdings, Inc."
13185,Fair Isaac Corporation
13186,Lota
13187,"Chegg, Inc."
13188,JM Global Holding Company
13189,iShares MSCI EM ESG Optimized ETF
13190,"Universal Stainless & Alloy Products, Inc."
13191,CMP - Algarrobo
13192,"UMH Properties, Inc."
13193,Andina
13194,Faride
13195,CMP - Romeral
13196,United States Cellular Corporation
13197,"Cogentix Medical, Inc."
13198,Bright Scholar Education Holdings Limited
13199,"Kayne Anderson Energy Total Return Fund, Inc."
13200,Caupolicán
13201,Patriot National Bancorp Inc.
13202,PIMCO Dynamic Credit and Mortgage Income Fund
13203,Cohen & Steers Reit and Preferred Income Fund Inc
13204,Arenal
13205,Manto Verde
13206,"AMC Entertainment Holdings, Inc."
13207,Microsemi Corporation
13208,Faride
13209,"Gray Television, Inc."
13210,"Pinnacle Financial Partners, Inc."
13211,Maganeso III de Atacama
13212,The Community Financial Corporation
13213,Salesforce.com Inc
13214,"Cleveland BioLabs, Inc."
13215,"Spark Energy, Inc."
13216,Chimborazo
13217,Salesforce.com Inc
13218,Nuveen Energy MLP Total Return Fund
13219,Old Republic International Corporation
13220,Colico Sur
13221,Dorado
13222,Las Piedras
13223,Georgia Power Company
13224,Don Alberto
13225,Limoneira Co
13226,Check-Cap Ltd.
13227,PowerShares Golden Dragon China Portfolio
13228,La Picarda
13229,JM Global Holding Company
13230,Envision Healthcare Corporation
13231,"Dynex Capital, Inc."
13232,La Coipa
13233,Container Store (The)
13234,Esterline Technologies Corporation
13235,Choquelimpie
13236,"LTC Properties, Inc."
13237,First Trust Multi-Asset Diversified Income Index Fund
13238,Inacesa - El Jilguero
13239,Cóndor
13240,Nuveen AMT-Free Municipal Value Fund
13241,"Nutanix, Inc."
13242,Gilat Satellite Networks Ltd.
13243,PIMCO Dynamic Credit and Mortgage Income Fund
13244,Las Arenitas
13245,Cummins Inc.
13246,María Elisa
13247,La Coipa
13248,Independence Holding Company
13249,Quiborax
13250,CVS Health Corporation
13251,Refugio
13252,El Teniente
13253,Radomiro Tomic
13254,Can Can
13255,PowerShares Nasdaq Internet Portfolio
13256,Caserones
13257,Andacollo Cobre
13258,Cohen & Steers Reit and Preferred Income Fund Inc
13259,Blackstone GSO Long Short Credit Income Fund
13260,Los Pelambres
13261,"Gray Television, Inc."
13262,Flor de Los Andes
13263,Cerro Casale
13264,"Mirna Therapeutics, Inc."
13265,iShares 20+ Year Treasury Bond ETF
13266,Vanguard Russell 3000 ETF
13267,Cosayach - Negreiros
13268,III de Atacama Kozan
13269,EPR Properties
13270,Carola
13271,Dorado
13272,"Pinnacle Financial Partners, Inc."
13273,"Pepsico, Inc."
13274,Chimborazo
13275,"PDF Solutions, Inc."
13276,"The Travelers Companies, Inc."
13277,"Adams Diversified Equity Fund, Inc."
13278,"Dupont Fabros Technology, Inc."
13279,Global Partner Acquisition Corp.
13280,"OraSure Technologies, Inc."
13281,CMP - Algarrobo
13282,Chuquicamata
13283,"Blackhawk Network Holdings, Inc."
13284,Laguna Siren
13285,Johnson & Johnson
13286,CMP - Cerro Negro Norte
13287,Kamada Ltd.
13288,CMP - Romeral
13289,U.S. Energy Corp.
13290,Ojos del Salado
13291,Drive Shack Inc.
13292,Candelaria
13293,BRF S.A.
13294,"Everspin Technologies, Inc."
13295,La Patagua
13296,Inacesa - El Jilguero
13297,"FTI Consulting, Inc."
13298,Vina Concha Y Toro
13299,Cerro Negro
13300,Crawford & Company
13301,Isla Riesco
13302,"Sportsman's Warehouse Holdings, Inc."
13303,First Trust International Multi-Asset Diversified Income Index
13304,"National American University Holdings, Inc."
13305,Guanaco
13306,"Cleveland BioLabs, Inc."
13307,Jazz Pharmaceuticals plc
13308,SQM - Nueva Victoria
13309,Michilla
13310,"Enanta Pharmaceuticals, Inc."
13311,Tuina
13312,San José
13313,Elkhorn Commodity Rotation Strategy ETF
13314,Lions Gate Entertainment Corporation
13315,"Hurco Companies, Inc."
13316,El Tofo
13317,"First Hawaiian, Inc."
13318,Alliance National Municipal Income Fund Inc
13319,Pullalli
13320,"Portola Pharmaceuticals, Inc."
13321,"TC PipeLines, LP"
13322,AGCO Corporation
13323,"Nutanix, Inc."
13324,"SolarEdge Technologies, Inc."
13325,"Destination XL Group, Inc."
13326,Tres Valles
13327,"Fiserv, Inc."
13328,"Argos Therapeutics, Inc."
13329,Nuveen Energy MLP Total Return Fund
13330,"TC PipeLines, LP"
13331,Lambert
13332,Tres Valles
13333,HollyFrontier Corporation
13334,KT Corporation
13335,Punta de Lobos - Kanita
13336,American Homes 4 Rent
13337,First Trust Emerging Markets Small Cap AlphaDEX Fund
13338,"CatchMark Timber Trust, Inc."
13339,El Teniente
13340,Envision Healthcare Corporation
13341,Nuveen Floating Rate Income Fund
13342,Pupunahue
13343,"FairPoint Communications, Inc."
13344,San Gerónimo
13345,El Salvador
13346,"Hawkins, Inc."
13347,"MasTec, Inc."
13348,Park-Ohio Holdings Corp.
13349,"Pepsico, Inc."
13350,"Meridian Waste Solutions, Inc"
13351,Azul S.A.
13352,Check-Cap Ltd.
13353,"Hurco Companies, Inc."
13354,"Blackhawk Network Holdings, Inc."
13355,"Safe Bulkers, Inc"
13356,Vanguard Russell 3000 ETF
13357,Northern Trust Corporation
13358,"AMC Entertainment Holdings, Inc."
13359,STMicroelectronics N.V.
13360,Peapack-Gladstone Financial Corporation
13361,Cohen & Steers Reit and Preferred Income Fund Inc
13362,Pullalli
13363,Biglari Holdings Inc.
13364,iShares 20+ Year Treasury Bond ETF
13365,Novelion Therapeutics Inc.
13366,Galectin Therapeutics Inc.
13367,"JA Solar Holdings, Co., Ltd."
13368,Randgold Resources Limited
13369,SCL Chemetall
13370,"SeaChange International, Inc."
13371,Fair Isaac Corporation
13372,Celgene Corporation
13373,Kamada Ltd.
13374,"MiMedx Group, Inc"
13375,"Waste Management, Inc."
13376,Dorado
13377,"Safe Bulkers, Inc"
13378,Kite Realty Group Trust
13379,First Trust Multi-Asset Diversified Income Index Fund
13380,Costamare Inc.
13381,"SeaChange International, Inc."
13382,Trongol
13383,Pupunahue
13384,Great Plains Energy Inc
13385,"Entergy Louisiana, Inc."
13386,El Guindo
13387,Tekla Healthcare Opportunies Fund
13388,"Westbury Bancorp, Inc."
13389,"Chunghwa Telecom Co., Ltd."
13390,Lambert
13391,El Salvador
13392,Julia
13393,"Avenue Therapeutics, Inc."
13394,Credit Acceptance Corporation
13395,"CatchMark Timber Trust, Inc."
13396,Guaranty Bancorp
13397,CMP - Los Colorados
13398,Celite - Carol
13399,"HD Supply Holdings, Inc."
13400,III de Atacama Minerals - Aguas Blancas
13401,Algorta
13402,"Western New England Bancorp, Inc."
13403,Inseego Corp.
13404,American Homes 4 Rent
13405,Novelion Therapeutics Inc.
13406,Northern Trust Corporation
13407,"Texas Capital Bancshares, Inc."
13408,"Financial Engines, Inc."
13409,Quebrada Blanca
13410,Eaton Vance Corporation
13411,"Chegg, Inc."
13412,"Hub Group, Inc."
13413,"Adams Diversified Equity Fund, Inc."
13414,"Destination XL Group, Inc."
13415,Caupolicán
13416,JM Global Holding Company
13417,"Avenue Therapeutics, Inc."
13418,"Delcath Systems, Inc."
13419,La Coipa
13420,Ministro Hales
13421,Yahoo! Inc.
13422,China Mobile (Hong Kong) Ltd.
13423,First Trust International Multi-Asset Diversified Income Index
13424,Costamare Inc.
13425,AdvisorShares Market Adaptive Unconstrained Income ETF
13426,Mantos Blancos
13427,"Fiserv, Inc."
13428,"India Fund, Inc. (The)"
13429,AmerisourceBergen Corporation (Holding Co)
13430,Mantos Blancos
13431,"Investors Bancorp, Inc."
13432,Natl Westminster Pfd
13433,"Western New England Bancorp, Inc."
13434,III de Atacama Kozan
13435,Tres Valles
13436,"Midland States Bancorp, Inc."
13437,Arenal
13438,SQM Salar
13439,Microsemi Corporation
13440,Great Elm Capital Corp.
13441,Haldeman - Sagasca
13442,"Silicon Laboratories, Inc."
13443,Dorado
13444,"Midland States Bancorp, Inc."
13445,iShares 20+ Year Treasury Bond ETF
13446,Cerro Imán
13447,III de Atacama Minerals - Aguas Blancas
13448,Cambrex Corporation
13449,"Gabelli Equity Trust, Inc. (The)"
13450,Stamps.com Inc.
13451,"Nutanix, Inc."
13452,"Cleveland BioLabs, Inc."
13453,Azul S.A.
13454,"Blackhawk Network Holdings, Inc."
13455,"CatchMark Timber Trust, Inc."
13456,PowerShares BuyBack Achievers Portfolio
13457,"Chunghwa Telecom Co., Ltd."
13458,Catamutún
13459,"HD Supply Holdings, Inc."
13460,CMP - El Laco
13461,La Productora
13462,Fertón
13463,VictoryShares US 500 Enhanced Volatility Wtd ETF
13464,"Taiwan Fund, Inc. (The)"
13465,Enel Generacion Chile S.A.
13466,The Community Financial Corporation
13467,Hamilton Lane Incorporated
13468,"Kayne Anderson Energy Total Return Fund, Inc."
13469,RenaissanceRe Holdings Ltd.
13470,"Vectrus, Inc."
13471,Pure Cycle Corporation
13472,"Arista Networks, Inc."
13473,Cerro Negro
